NORAD_CAT_ID_1,DSE_1,NORAD_CAT_ID_2,DSE_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,DILUTION,OBJECT_NAME_1,OBJECT_1_Active,OBJECT_2_Active,Activity_Status,OBJECT_ID,OBJECT_TYPE,OWNER,LAUNCH_DATE,LAUNCH_SITE,PERIOD,INCLINATION,APOGEE,PERIGEE,ORBIT_TYPE,OBJECT_ID_2,OBJECT_TYPE_2,OWNER_2,LAUNCH_DATE_2,LAUNCH_SITE_2,PERIOD_2,INCLINATION_2,APOGEE_2,PERIGEE_2,ORBIT_TYPE_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
