,INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
4733,1987-026B,17583,PAYLOAD,COSMOS 1828,CIS,1987-03-13,PKMTR,,113.72,82.56,1413,1382,,,0,LARGE,9053,1987,26,B,Y,COSMOS 1828,1987-026B,17583
4734,1987-026C,17584,PAYLOAD,COSMOS 1829,CIS,1987-03-13,PKMTR,,114.04,82.58,1412,1411,,,0,LARGE,9053,1987,26,C,Y,COSMOS 1829,1987-026C,17584
4735,1978-026GW,17764,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,101.99,99.05,888,818,,,0,SMALL,9053,1978,26,GW,Y,DELTA 1 DEB,1978-026GW,17764
4736,1987-038B,17912,ROCKET BODY,SL-14 R/B,CIS,1987-04-27,PKMTR,,96.98,82.50,627,601,,,0,LARGE,9053,1987,38,B,Y,SL-14 R/B,1987-038B,17912
4737,1967-053K,19245,DEBRIS,P/L 153 DEB,US,1967-05-31,AFWTR,,101.26,69.96,820,817,,,0,SMALL,9053,1967,53,K,Y,P/L 153 DEB,1967-053K,19245
4738,1989-009G,19791,ROCKET BODY,SL-14 R/B,CIS,1989-02-10,PKMTR,,114.75,82.61,1470,1418,,,0,LARGE,9053,1989,9,G,Y,SL-14 R/B,1989-009G,19791
4739,1965-027BA,19964,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.05,90.26,1291,1259,,,0,SMALL,9053,1965,27,BA,Y,OPS 4682 DEB,1965-027BA,19964
4740,1990-086B,20827,ROCKET BODY,SL-14 R/B,CIS,1990-09-28,PKMTR,,104.00,82.53,1023,872,,,0,LARGE,9053,1990,86,B,Y,SL-14 R/B,1990-086B,20827
4741,1990-081AW,20886,DEBRIS,CZ-4 DEB,PRC,1990-09-03,TSC,,106.24,98.97,1233,872,,,0,SMALL,9053,1990,81,AW,Y,CZ-4 DEB,1990-081AW,20886
4742,1990-114F,21033,PAYLOAD,COSMOS 2119,CIS,1990-12-22,PKMTR,,113.71,82.57,1407,1386,,,0,LARGE,9053,1990,114,F,Y,COSMOS 2119,1990-114F,21033
4743,1991-009S,21155,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.00,73.93,1660,1432,,,0,SMALL,9053,1991,9,S,Y,SL-8 DEB,1991-009S,21155
4744,1975-052M,21276,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,107.82,100.05,1161,1091,,,0,LARGE,9053,1975,52,M,Y,DELTA 1 DEB,1975-052M,21276
4745,1991-009CP,21332,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,118.22,74.20,1727,1475,,,0,SMALL,9053,1991,9,CP,Y,SL-8 DEB,1991-009CP,21332
4746,1975-052DW,21438,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,108.20,99.71,1204,1083,,,0,SMALL,9053,1975,52,DW,Y,DELTA 1 DEB,1975-052DW,21438
4747,1975-052FH,21473,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,105.85,99.91,1212,856,,,0,SMALL,9053,1975,52,FH,Y,DELTA 1 DEB,1975-052FH,21473
4748,1975-052HD,21549,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,110.00,99.78,1380,1074,,,0,SMALL,9053,1975,52,HD,Y,DELTA 1 DEB,1975-052HD,21549
4749,1975-052HK,21565,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,112.42,99.80,1622,1054,,,0,SMALL,9053,1975,52,HK,Y,DELTA 1 DEB,1975-052HK,21565
4750,1992-008A,21875,PAYLOAD,COSMOS 2180,CIS,1992-02-17,PKMTR,,104.81,82.93,1013,958,,,0,LARGE,9053,1992,8,A,Y,COSMOS 2180,1992-008A,21875
4751,1992-073B,22208,ROCKET BODY,SL-8 R/B,CIS,1992-10-29,PKMTR,,104.70,82.91,1007,954,,,0,LARGE,9053,1992,73,B,Y,SL-8 R/B,1992-073B,22208
4752,1992-093AN,22349,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.17,70.82,1088,823,,,0,SMALL,9053,1992,93,AN,Y,SL-16 DEB,1992-093AN,22349
4753,1992-093BG,22367,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.10,70.90,1090,815,,,0,MEDIUM,9053,1992,93,BG,Y,SL-16 DEB,1992-093BG,22367
4754,1992-093CX,22406,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.10,70.75,1081,824,,,0,SMALL,9053,1992,93,CX,Y,SL-16 DEB,1992-093CX,22406
4755,1992-093GF,22496,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.03,71.22,966,837,,,0,SMALL,9053,1992,93,GF,Y,SL-16 DEB,1992-093GF,22496
4756,1993-016P,22605,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,103.53,71.00,1020,831,,,0,SMALL,9053,1993,16,P,Y,SL-16 DEB,1993-016P,22605
4757,1993-038D,22690,PAYLOAD,COSMOS 2255,CIS,1993-06-24,PKMTR,,113.99,82.59,1413,1405,,,0,MEDIUM,9053,1993,38,D,Y,COSMOS 2255,1993-038D,22690
4758,1993-061A,22823,PAYLOAD,SPOT 3,FR,1993-09-26,FRGUI,,101.42,98.92,838,813,,,0,LARGE,9053,1993,61,A,Y,SPOT 3,1993-061A,22823
4759,1991-009CU,23263,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,118.92,74.13,1759,1506,,,0,SMALL,9053,1991,9,CU,Y,SL-8 DEB,1991-009CU,23263
4760,1992-093JF,23275,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.00,71.25,976,825,,,0,SMALL,9053,1992,93,JF,Y,SL-16 DEB,1992-093JF,23275
4761,1994-086C,23443,PAYLOAD,COSMOS 2301,CIS,1994-12-26,PKMTR,,114.09,82.57,1416,1412,,,0,LARGE,9053,1994,86,C,Y,COSMOS 2301,1994-086C,23443
4762,1994-089A,23455,PAYLOAD,NOAA 14,US,1994-12-30,AFWTR,,101.80,98.46,851,837,,,0,LARGE,9053,1994,89,A,Y,NOAA 14,1994-089A,23455
4763,1997-020E,24796,PAYLOAD,IRIDIUM 4,US,1997-05-05,AFWTR,,100.23,86.40,771,768,,,0,LARGE,9053,1997,20,E,Y,IRIDIUM 4,1997-020E,24796
4764,1992-053C,24974,DEBRIS,SL-8 DEB,CIS,1992-08-12,PKMTR,,100.38,74.05,793,760,,,0,SMALL,9053,1992,53,C,Y,SL-8 DEB,1992-053C,24974
4765,1998-008B,25163,PAYLOAD,GLOBALSTAR M004,GLOB,1998-02-14,AFETR,,113.98,52.00,1412,1406,,,0,LARGE,9053,1998,8,B,Y,GLOBALSTAR M004,1998-008B,25163
4766,1998-045B,25407,ROCKET BODY,SL-16 R/B,CIS,1998-07-28,TTMTR,,101.69,71.01,845,832,,,0,LARGE,9053,1998,45,B,Y,SL-16 R/B,1998-045B,25407
4767,1999-057B,25941,PAYLOAD,SACI 1,BRAZ,1999-10-14,TSC,,99.02,98.69,717,707,,,0,MEDIUM,9053,1999,57,B,Y,SACI 1,1999-057B,25941
4768,1991-068V,26010,DEBRIS,SL-14 DEB,CIS,1991-09-28,PKMTR,,115.69,82.73,1527,1446,,,0,SMALL,9053,1991,68,V,Y,SL-14 DEB,1991-068V,26010
4769,1991-068AL,26025,DEBRIS,SL-14 DEB,CIS,1991-09-28,PKMTR,,116.53,82.73,1726,1323,,,0,SMALL,9053,1991,68,AL,Y,SL-14 DEB,1991-068AL,26025
4770,1999-057AQ,26154,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,107.49,99.52,1498,723,,,0,MEDIUM,9053,1999,57,AQ,Y,CZ-4 DEB,1999-057AQ,26154
4771,1999-057FS,26280,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,100.14,98.79,827,704,,,0,SMALL,9053,1999,57,FS,Y,CZ-4 DEB,1999-057FS,26280
4772,1975-052KN,26834,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,108.03,99.77,1179,1093,,,0,SMALL,9053,1975,52,KN,Y,DELTA 1 DEB,1975-052KN,26834
4773,2001-056G,27007,DEBRIS,SL-16 DEB,CIS,2001-12-10,TTMTR,,104.46,99.45,978,960,,,0,SMALL,9053,2001,56,G,Y,SL-16 DEB,2001-056G,27007
4774,1999-057MN,27493,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,99.40,98.61,784,676,,,0,SMALL,9053,1999,57,MN,Y,CZ-4 DEB,1999-057MN,27493
4775,2003-031F,27845,PAYLOAD,QUAKESAT,US,2003-06-30,PKMTR,,101.10,98.67,818,804,,,0,MEDIUM,9053,2003,31,F,Y,QUAKESAT,2003-031F,27845
4776,2003-031G,27846,PAYLOAD,AAU CUBESAT,DEN,2003-06-30,PKMTR,,101.15,98.69,821,806,,,0,SMALL,9053,2003,31,G,Y,AAU CUBESAT,2003-031G,27846
4777,1991-082W,28309,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,101.23,98.74,828,806,,,0,SMALL,9053,1991,82,W,Y,DMSP 5D-2 F11 DEB,1991-082W,28309
4778,2004-025G,28372,PAYLOAD,APRIZESAT 1,US,2004-06-29,TTMTR,,99.22,98.62,754,689,,,0,SMALL,9053,2004,25,G,Y,APRIZESAT 1,2004-025G,28372
4779,1976-103G,29194,DEBRIS,COSMOS 860 COOLANT,CIS,1976-10-17,TTMTR,,102.91,64.68,947,846,,,0,SMALL,9053,1976,103,G,Y,COSMOS 860 COOLANT,1976-103G,29194
4780,1987-020EA,29359,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,116.02,73.62,1525,1478,,,0,SMALL,9053,1987,20,EA,Y,COSMOS 1823 DEB,1987-020EA,29359
4781,1999-025CQ,29798,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.99,99.31,981,819,,,0,SMALL,9053,1999,25,CQ,Y,FENGYUN 1C DEB,1999-025CQ,29798
4782,1999-025DM,29819,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.73,98.71,1027,748,,,0,SMALL,9053,1999,25,DM,Y,FENGYUN 1C DEB,1999-025DM,29819
4783,1999-025EW,29852,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.52,99.37,978,778,,,0,SMALL,9053,1999,25,EW,Y,FENGYUN 1C DEB,1999-025EW,29852
4784,1999-025QT,30090,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.83,99.38,840,756,,,0,SMALL,9053,1999,25,QT,Y,FENGYUN 1C DEB,1999-025QT,30090
4785,1999-025QV,30092,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.15,98.91,826,705,,,0,SMALL,9053,1999,25,QV,Y,FENGYUN 1C DEB,1999-025QV,30092
4786,1999-025UE,30173,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.16,98.99,920,802,,,0,SMALL,9053,1999,25,UE,Y,FENGYUN 1C DEB,1999-025UE,30173
4787,1999-025XA,30241,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.19,99.11,969,756,,,0,SMALL,9053,1999,25,XA,Y,FENGYUN 1C DEB,1999-025XA,30241
4788,1999-025XD,30244,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.80,99.18,852,836,,,0,SMALL,9053,1999,25,XD,Y,FENGYUN 1C DEB,1999-025XD,30244
4789,1999-025ZS,30305,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.88,98.55,1233,838,,,0,SMALL,9053,1999,25,ZS,Y,FENGYUN 1C DEB,1999-025ZS,30305
4790,1999-025ACQ,30377,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.95,98.92,984,812,,,0,SMALL,9053,1999,25,ACQ,Y,FENGYUN 1C DEB,1999-025ACQ,30377
4791,1999-025ACZ,30386,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.32,98.70,1284,828,,,0,SMALL,9053,1999,25,ACZ,Y,FENGYUN 1C DEB,1999-025ACZ,30386
4792,1999-025ASQ,30730,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.14,98.64,872,754,,,0,SMALL,9053,1999,25,ASQ,Y,FENGYUN 1C DEB,1999-025ASQ,30730
4793,1999-025AWU,30858,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.61,98.83,857,813,,,0,SMALL,9053,1999,25,AWU,Y,FENGYUN 1C DEB,1999-025AWU,30858
4794,1999-025BNT,31285,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.02,98.49,951,663,,,0,SMALL,9053,1999,25,BNT,Y,FENGYUN 1C DEB,1999-025BNT,31285
4795,1999-025BUT,31455,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.06,98.56,1015,697,,,0,SMALL,9053,1999,25,BUT,Y,FENGYUN 1C DEB,1999-025BUT,31455
4796,1999-025CFQ,31765,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,94.19,99.05,499,459,,,0,SMALL,9053,1999,25,CFQ,Y,FENGYUN 1C DEB,1999-025CFQ,31765
4797,1999-025CHU,31830,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.21,99.15,1093,822,,,0,SMALL,9053,1999,25,CHU,Y,FENGYUN 1C DEB,1999-025CHU,31830
4798,1999-025CLR,31914,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.97,99.06,840,579,,,0,SMALL,9053,1999,25,CLR,Y,FENGYUN 1C DEB,1999-025CLR,31914
4799,2008-025A,32953,PAYLOAD,YUBELEINY,CIS,2008-05-23,PKMTR,,115.83,82.50,1508,1479,,,0,MEDIUM,9053,2008,25,A,Y,YUBELEINY,2008-025A,32953
4800,1997-051CB,33966,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.45,86.40,739,726,,,0,SMALL,9053,1997,51,CB,Y,IRIDIUM 33 DEB,1997-051CB,33966
4801,1993-036ZZ,34755,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,106.68,73.93,1376,770,,,0,SMALL,9053,1993,36,ZZ,Y,COSMOS 2251 DEB,1993-036ZZ,34755
4802,1993-036AAF,34761,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.23,74.03,798,741,,,0,SMALL,9053,1993,36,AAF,Y,COSMOS 2251 DEB,1993-036AAF,34761
4803,1999-025DNG,35176,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.66,98.54,877,798,,,0,SMALL,9053,1999,25,DNG,Y,FENGYUN 1C DEB,1999-025DNG,35176
4804,1999-025DPA,35194,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.86,98.97,789,619,,,0,SMALL,9053,1999,25,DPA,Y,FENGYUN 1C DEB,1999-025DPA,35194
4805,1999-025DQZ,35241,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.86,98.64,996,792,,,0,SMALL,9053,1999,25,DQZ,Y,FENGYUN 1C DEB,1999-025DQZ,35241
4806,2002-024J,35404,DEBRIS,CZ-4B DEB,PRC,2002-05-15,TSC,,101.42,98.88,864,787,,,0,SMALL,9053,2002,24,J,Y,CZ-4B DEB,2002-024J,35404
4807,1999-025DSK,36162,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.06,97.62,1101,706,,,0,SMALL,9053,1999,25,DSK,Y,FENGYUN 1C DEB,1999-025DSK,36162
4808,1999-025DVP,36238,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.96,98.61,867,836,,,0,SMALL,9053,1999,25,DVP,Y,FENGYUN 1C DEB,1999-025DVP,36238
4809,1999-025DWG,36255,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.36,99.45,822,729,,,0,SMALL,9053,1999,25,DWG,Y,FENGYUN 1C DEB,1999-025DWG,36255
4810,1999-025DZV,36699,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.14,98.55,880,745,,,0,SMALL,9053,1999,25,DZV,Y,FENGYUN 1C DEB,1999-025DZV,36699
4811,1999-025EGN,37420,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.91,98.85,949,843,,,0,SMALL,9053,1999,25,EGN,Y,FENGYUN 1C DEB,1999-025EGN,37420
4812,1999-025EJY,37478,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,110.62,99.64,1674,836,,,0,SMALL,9053,1999,25,EJY,Y,FENGYUN 1C DEB,1999-025EJY,37478
4813,1978-026JL,37649,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,103.74,99.03,976,894,,,0,SMALL,9053,1978,26,JL,Y,DELTA 1 DEB,1978-026JL,37649
4814,1978-026JT,37656,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,102.03,99.12,867,842,,,0,SMALL,9053,1978,26,JT,Y,DELTA 1 DEB,1978-026JT,37656
4815,1999-025ENH,37908,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.32,99.17,827,721,,,0,SMALL,9053,1999,25,ENH,Y,FENGYUN 1C DEB,1999-025ENH,37908
4816,2011-080F,38045,PAYLOAD,GLOBALSTAR M086,GLOB,2011-12-28,TTMTR,,114.08,51.99,1415,1412,,,0,LARGE,9053,2011,80,F,Y,GLOBALSTAR M086,2011-080F,38045
4817,1999-025EPM,38116,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.68,98.74,889,787,,,0,SMALL,9053,1999,25,EPM,Y,FENGYUN 1C DEB,1999-025EPM,38116
4818,1965-027CS,38389,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.78,90.30,1274,1251,,,0,SMALL,9053,1965,27,CS,Y,OPS 4682 DEB,1965-027CS,38389
4819,1965-027CV,38392,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.19,90.25,1305,1258,,,0,SMALL,9053,1965,27,CV,Y,OPS 4682 DEB,1965-027CV,38392
4820,1965-027DU,38415,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.59,90.24,1275,1233,,,0,SMALL,9053,1965,27,DU,Y,OPS 4682 DEB,1965-027DU,38415
4821,1992-093JV,39304,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.66,71.20,949,820,,,0,SMALL,9053,1992,93,JV,Y,SL-16 DEB,1992-093JV,39304
4822,1987-060AP,39676,DEBRIS,COSMOS 1867 COOLANT,CIS,1987-07-10,TTMTR,,100.46,65.01,794,767,,,0,SMALL,9053,1987,60,AP,Y,COSMOS 1867 COOLANT,1987-060AP,39676
4823,1987-020EY,39824,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,115.56,73.61,1507,1455,,,0,SMALL,9053,1987,20,EY,Y,COSMOS 1823 DEB,1987-020EY,39824
4824,2014-033L,40020,PAYLOAD,BRITE TORONTO,CA,2014-06-19,OREN,,97.88,97.91,714,601,,,0,MEDIUM,9053,2014,33,L,Y,BRITE TORONTO,2014-033L,40020
4825,1976-077FX,40754,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,117.54,102.47,1644,1496,,,0,SMALL,9053,1976,77,FX,Y,DELTA 1 DEB,1976-077FX,40754
4826,2000-055AA,41067,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.64,98.57,840,833,,,0,SMALL,9053,2000,55,AA,Y,NOAA 16 DEB,2000-055AA,41067
4827,2000-055DH,41204,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.54,98.74,849,814,,,0,SMALL,9053,2000,55,DH,Y,NOAA 16 DEB,2000-055DH,41204
4828,1981-053TG,42192,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.82,83.10,1083,889,,,0,SMALL,9053,1981,53,TG,Y,COSMOS 1275 DEB,1981-053TG,42192
4829,1981-053TZ,42209,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.75,82.88,976,896,,,0,SMALL,9053,1981,53,TZ,Y,COSMOS 1275 DEB,1981-053TZ,42209
4830,1981-053UU,42228,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.18,82.93,985,928,,,0,SMALL,9053,1981,53,UU,Y,COSMOS 1275 DEB,1981-053UU,42228
4831,1970-025RG,42502,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.29,99.73,1065,1045,,,0,SMALL,9053,1970,25,RG,Y,THORAD AGENA D DEB,1970-025RG,42502
4832,1970-025RL,42506,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.27,99.61,998,923,,,0,SMALL,9053,1970,25,RL,Y,THORAD AGENA D DEB,1970-025RL,42506
4833,2017-061F,42960,PAYLOAD,IRIDIUM 107,US,2017-10-09,AFWTR,,100.40,86.40,779,776,,,0,LARGE,9053,2017,61,F,Y,IRIDIUM 107,2017-061F,42960
4834,1984-106AE,43312,DEBRIS,COSMOS 1603 DEB,CIS,1984-09-28,TTMTR,,101.39,71.03,839,809,,,0,SMALL,9053,1984,106,AE,Y,COSMOS 1603 DEB,1984-106AE,43312
4835,1991-056N,45276,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,108.41,82.58,1191,1115,,,0,SMALL,9053,1991,56,N,Y,SL-14 DEB,1991-056N,45276
4836,1991-056Y,45286,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,109.46,82.63,1219,1185,,,0,SMALL,9053,1991,56,Y,Y,SL-14 DEB,1991-056Y,45286
4837,1991-056AH,45295,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,107.58,82.57,1178,1052,,,0,SMALL,9053,1991,56,AH,Y,SL-14 DEB,1991-056AH,45295
4838,2018-034M,45484,DEBRIS,CZ-4C DEB,PRC,2018-04-10,JSC,,107.23,63.39,1266,931,,,0,SMALL,9053,2018,34,M,Y,CZ-4C DEB,2018-034M,45484
4839,2020-057AF,46146,PAYLOAD,STARLINK-1608,US,2020-08-18,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2020,57,AF,Y,STARLINK-1608,2020-057AF,46146
4840,2020-062AG,46355,PAYLOAD,STARLINK-1661,US,2020-09-03,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2020,62,AG,Y,STARLINK-1661,2020-062AG,46355
4841,2020-073C,46672,PAYLOAD,STARLINK-1716,US,2020-10-18,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2020,73,C,Y,STARLINK-1716,2020-073C,46672
4842,2020-073AF,46699,PAYLOAD,STARLINK-1799,US,2020-10-18,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2020,73,AF,Y,STARLINK-1799,2020-073AF,46699
4843,2020-073AJ,46702,PAYLOAD,STARLINK-1802,US,2020-10-18,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2020,73,AJ,Y,STARLINK-1802,2020-073AJ,46702
4844,2020-100AA,47282,PAYLOAD,ONEWEB-0136,UK,2020-12-18,VOSTO,,109.72,87.88,1215,1212,,,0,LARGE,9053,2020,100,AA,Y,ONEWEB-0136,2020-100AA,47282
4845,2021-009M,47559,PAYLOAD,STARLINK-1958,US,2021-02-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2021,9,M,Y,STARLINK-1958,2021-009M,47559
4846,2021-009R,47563,PAYLOAD,STARLINK-1962,US,2021-02-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2021,9,R,Y,STARLINK-1962,2021-009R,47563
4847,2021-018AM,47822,PAYLOAD,STARLINK-2407,US,2021-03-11,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2021,18,AM,Y,STARLINK-2407,2021-018AM,47822
4848,2021-018BB,47836,PAYLOAD,STARLINK-2426,US,2021-03-11,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2021,18,BB,Y,STARLINK-2426,2021-018BB,47836
4849,2021-018BJ,47843,PAYLOAD,STARLINK-2435,US,2021-03-11,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2021,18,BJ,Y,STARLINK-2435,2021-018BJ,47843
4850,2021-021AT,47901,PAYLOAD,STARLINK-2361,US,2021-03-14,AFETR,,95.59,53.05,548,546,,,0,LARGE,9053,2021,21,AT,Y,STARLINK-2361,2021-021AT,47901
4851,2021-043D,48624,ROCKET BODY,CZ-4B R/B,PRC,2021-05-19,JSC,,101.31,66.07,941,700,,,0,LARGE,9053,2021,43,D,Y,CZ-4B R/B,2021-043D,48624
4852,2021-043E,48625,DEBRIS,CZ-4B DEB,PRC,2021-05-19,JSC,,103.21,66.17,938,883,,,0,SMALL,9053,2021,43,E,Y,CZ-4B DEB,2021-043E,48625
4853,2002-032AN,48705,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,100.59,98.77,793,780,,,0,SMALL,9053,2002,32,AN,Y,NOAA 17 DEB,2002-032AN,48705
4854,2021-045W,48787,PAYLOAD,ONEWEB-0210,UK,2021-05-28,VOSTO,,109.46,87.91,1204,1200,,,0,LARGE,9053,2021,45,W,Y,ONEWEB-0210,2021-045W,48787
4855,2021-060V,48986,PAYLOAD,ONEWEB-0268,UK,2021-07-01,VOSTO,,109.37,87.91,1199,1196,,,0,LARGE,9053,2021,60,V,Y,ONEWEB-0268,2021-060V,48986
4856,2021-060AB,48992,PAYLOAD,ONEWEB-0274,UK,2021-07-01,VOSTO,,109.37,87.91,1199,1196,,,0,LARGE,9053,2021,60,AB,Y,ONEWEB-0274,2021-060AB,48992
4857,2021-083Z,49209,PAYLOAD,ONEWEB-0343,UK,2021-09-14,TTMTR,,109.20,87.90,1191,1188,,,0,LARGE,9053,2021,83,Z,Y,ONEWEB-0343,2021-083Z,49209
4858,2021-104Y,49430,PAYLOAD,STARLINK-3138,US,2021-11-13,AFETR,,95.44,53.22,541,539,,,0,LARGE,9053,2021,104,Y,Y,STARLINK-3138,2021-104Y,49430
4859,2021-104BB,49457,PAYLOAD,STARLINK-3132,US,2021-11-13,AFETR,,95.44,53.22,541,539,,,0,LARGE,9053,2021,104,BB,Y,STARLINK-3132,2021-104BB,49457
4860,2021-115D,49727,PAYLOAD,STARLINK-3242,US,2021-12-02,AFETR,,95.44,53.22,541,539,,,0,LARGE,9053,2021,115,D,Y,STARLINK-3242,2021-115D,49727
4861,2021-115R,49739,PAYLOAD,STARLINK-3155,US,2021-12-02,AFETR,,95.44,53.22,541,539,,,0,LARGE,9053,2021,115,R,Y,STARLINK-3155,2021-115R,49739
4862,2021-125Z,50179,PAYLOAD,STARLINK-3283,US,2021-12-18,AFWTR,,95.44,53.22,541,539,,,0,LARGE,9053,2021,125,Z,Y,STARLINK-3283,2021-125Z,50179
4863,2021-132AK,50502,PAYLOAD,ONEWEB-0432,UK,2021-12-27,TTMTR,,109.20,87.90,1191,1189,,,0,LARGE,9053,2021,132,AK,Y,ONEWEB-0432,2021-132AK,50502
4864,2022-001Y,50825,PAYLOAD,STARLINK-3332,US,2022-01-06,AFETR,,95.44,53.22,541,539,,,0,LARGE,9053,2022,1,Y,Y,STARLINK-3332,2022-001Y,50825
