,INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
8488,1995-015DR,40558,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.40,98.94,858,792,,,0,SMALL,9059,1995,15,DR,Y,DMSP 5D-2 F13 DEB,1995-015DR,40558
8489,1995-015EQ,40581,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.60,98.73,802,772,,,0,SMALL,9059,1995,15,EQ,Y,DMSP 5D-2 F13 DEB,1995-015EQ,40581
8490,2015-029A,40699,PAYLOAD,COSMOS 2506,CIS,2015-06-23,PKMTR,,99.03,98.11,718,707,,,0,LARGE,9059,2015,29,A,Y,COSMOS 2506,2015-029A,40699
8491,1984-072G,40705,DEBRIS,METEOR 2-11 DEB,CIS,1984-07-05,PKMTR,,103.17,82.52,926,891,,,0,SMALL,9059,1984,72,G,Y,METEOR 2-11 DEB,1984-072G,40705
8492,1976-077FZ,40756,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,117.46,102.52,1628,1505,,,0,SMALL,9059,1976,77,FZ,Y,DELTA 1 DEB,1976-077FZ,40756
8493,1993-036BWC,40799,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,96.46,73.93,678,500,,,0,SMALL,9059,1993,36,BWC,Y,COSMOS 2251 DEB,1993-036BWC,40799
8494,2015-040A,40878,PAYLOAD,YAOGAN 27,PRC,2015-08-27,TSC,,109.42,100.09,1206,1194,,,0,LARGE,9059,2015,40,A,Y,YAOGAN 27,2015-040A,40878
8495,2015-047A,40894,PAYLOAD,GAOFEN 9,PRC,2015-09-14,JSC,,97.20,97.69,644,606,,,0,LARGE,9059,2015,47,A,Y,GAOFEN 9,2015-047A,40894
8496,2015-050C,40922,PAYLOAD,COSMOS 2509,CIS,2015-09-23,PKMTR,,115.86,82.49,1506,1483,,,0,LARGE,9059,2015,50,C,Y,COSMOS 2509,2015-050C,40922
8497,2015-050D,40923,ROCKET BODY,BREEZE-KM R/B,CIS,2015-09-23,PKMTR,,112.46,82.49,1497,1183,,,0,LARGE,9059,2015,50,D,Y,BREEZE-KM R/B,2015-050D,40923
8498,2015-057B,40959,PAYLOAD,LINGQIAO VIDEO A,PRC,2015-10-07,JSC,,97.54,97.66,653,629,,,0,MEDIUM,9059,2015,57,B,Y,LINGQIAO VIDEO A,2015-057B,40959
8499,1999-025EXY,41018,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.57,99.92,1295,840,,,0,SMALL,9059,1999,25,EXY,Y,FENGYUN 1C DEB,1999-025EXY,41018
8500,2015-069A,41038,PAYLOAD,YAOGAN 29,PRC,2015-11-26,TSC,,97.14,98.04,624,620,,,0,LARGE,9059,2015,69,A,Y,YAOGAN 29,2015-069A,41038
8501,2000-055W,41063,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.30,98.77,834,807,,,0,SMALL,9059,2000,55,W,Y,NOAA 16 DEB,2000-055W,41063
8502,2000-055AQ,41081,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.47,99.25,928,728,,,0,SMALL,9059,2000,55,AQ,Y,NOAA 16 DEB,2000-055AQ,41081
8503,2015-081F,41184,PAYLOAD,ORBCOMM FM 112,ORB,2015-12-22,AFETR,,98.77,47.00,701,699,,,0,MEDIUM,9059,2015,81,F,Y,ORBCOMM FM 112,2015-081F,41184
8504,2015-081H,41186,PAYLOAD,ORBCOMM FM 115,ORB,2015-12-22,AFETR,,98.48,47.00,687,685,,,0,MEDIUM,9059,2015,81,H,Y,ORBCOMM FM 115,2015-081H,41186
8505,2000-055DG,41203,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.62,98.71,859,812,,,0,SMALL,9059,2000,55,DG,Y,NOAA 16 DEB,2000-055DG,41203
8506,2000-055EA,41221,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,99.59,99.04,771,707,,,0,SMALL,9059,2000,55,EA,Y,NOAA 16 DEB,2000-055EA,41221
8507,2000-055EJ,41229,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.54,98.91,881,782,,,0,SMALL,9059,2000,55,EJ,Y,NOAA 16 DEB,2000-055EJ,41229
8508,2000-055EN,41233,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.57,98.71,862,804,,,0,SMALL,9059,2000,55,EN,Y,NOAA 16 DEB,2000-055EN,41233
8509,2016-002A,41240,PAYLOAD,JASON 3,US,2016-01-17,AFWTR,,112.42,66.04,1344,1331,,,0,LARGE,9059,2016,2,A,Y,JASON 3,2016-002A,41240
8510,2000-055GZ,41297,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.02,98.96,899,810,,,0,SMALL,9059,2000,55,GZ,Y,NOAA 16 DEB,2000-055GZ,41297
8511,2016-011A,41335,PAYLOAD,SENTINEL 3A,ESA,2016-02-16,PKMTR,,100.93,98.62,804,802,,,0,LARGE,9059,2016,11,A,Y,SENTINEL 3A,2016-011A,41335
8512,2000-055HX,41354,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.40,98.69,839,811,,,0,SMALL,9059,2000,55,HX,Y,NOAA 16 DEB,2000-055HX,41354
8513,2000-055JS,41373,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.12,98.90,780,749,,,0,SMALL,9059,2000,55,JS,Y,NOAA 16 DEB,2000-055JS,41373
8514,2000-055KM,41408,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.77,98.73,805,785,,,0,SMALL,9059,2000,55,KM,Y,NOAA 16 DEB,2000-055KM,41408
8515,2000-055MC,41504,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.26,98.78,839,798,,,0,SMALL,9059,2000,55,MC,Y,NOAA 16 DEB,2000-055MC,41504
8516,2000-055MD,41505,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.35,98.82,800,750,,,0,SMALL,9059,2000,55,MD,Y,NOAA 16 DEB,2000-055MD,41505
8517,2000-055MH,41509,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.91,98.76,814,789,,,0,SMALL,9059,2000,55,MH,Y,NOAA 16 DEB,2000-055MH,41509
8518,2000-055NM,41537,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.32,98.64,824,818,,,0,SMALL,9059,2000,55,NM,Y,NOAA 16 DEB,2000-055NM,41537
8519,2016-034A,41579,PAYLOAD,COSMOS 2517 (GEO-IK),CIS,2016-06-04,PKMTR,,103.90,99.20,944,942,,,0,LARGE,9059,2016,34,A,Y,COSMOS 2517 (GEO-IK),2016-034A,41579
8520,2000-055PQ,41710,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,99.64,98.93,762,721,,,0,SMALL,9059,2000,55,PQ,Y,NOAA 16 DEB,2000-055PQ,41710
8521,2000-055PT,41713,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.38,98.87,946,797,,,0,SMALL,9059,2000,55,PT,Y,NOAA 16 DEB,2000-055PT,41713
8522,2016-049B,41728,ROCKET BODY,CZ-4C R/B,PRC,2016-08-09,TSC,,97.92,98.02,728,590,,,0,LARGE,9059,2016,49,B,Y,CZ-4C R/B,2016-049B,41728
8523,2016-058A,41770,PAYLOAD,PERUSAT 1,PER,2016-09-16,FRGUI,,98.73,98.20,699,697,,,0,LARGE,9059,2016,58,A,Y,PERUSAT 1,2016-058A,41770
8524,2016-059D,41786,PAYLOAD,ALSAT 2B,ALG,2016-09-26,SRI,,97.97,98.05,662,661,,,0,MEDIUM,9059,2016,59,D,Y,ALSAT 2B,2016-059D,41786
8525,2016-059J,41791,ROCKET BODY,PSLV R/B,IND,2016-09-26,SRI,,98.43,97.86,712,655,,,0,LARGE,9059,2016,59,J,Y,PSLV R/B,2016-059J,41791
8526,1999-025EXZ,41822,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.24,98.75,857,778,,,0,SMALL,9059,1999,25,EXZ,Y,FENGYUN 1C DEB,1999-025EXZ,41822
8527,1999-025EYD,41826,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.30,98.75,860,781,,,0,SMALL,9059,1999,25,EYD,Y,FENGYUN 1C DEB,1999-025EYD,41826
8528,2016-066F,41846,DEBRIS,CZ-11 DEB,PRC,2016-11-09,JSC,,99.29,98.45,954,495,,,0,SMALL,9059,2016,66,F,Y,CZ-11 DEB,2016-066F,41846
8529,2016-066G,41847,ROCKET BODY,CZ-11 R/B,PRC,2016-11-09,JSC,,99.79,98.43,997,500,,,0,LARGE,9059,2016,66,G,Y,CZ-11 R/B,2016-066G,41847
8530,2017-003A,41917,PAYLOAD,IRIDIUM 106,US,2017-01-14,AFWTR,,100.40,86.39,779,776,,,0,LARGE,9059,2017,3,A,Y,IRIDIUM 106,2017-003A,41917
8531,2017-003C,41919,PAYLOAD,IRIDIUM 109,US,2017-01-14,AFWTR,,100.40,86.39,779,776,,,0,LARGE,9059,2017,3,C,Y,IRIDIUM 109,2017-003C,41919
8532,2017-003D,41920,PAYLOAD,IRIDIUM 102,US,2017-01-14,AFWTR,,100.40,86.39,779,776,,,0,LARGE,9059,2017,3,D,Y,IRIDIUM 102,2017-003D,41920
8533,2017-003G,41923,PAYLOAD,IRIDIUM 114,US,2017-01-14,AFWTR,,100.40,86.39,779,776,,,0,LARGE,9059,2017,3,G,Y,IRIDIUM 114,2017-003G,41923
8534,2017-013A,42063,PAYLOAD,SENTINEL 2B,ESA,2017-03-07,FRGUI,,100.64,98.56,790,788,,,0,LARGE,9059,2017,13,A,Y,SENTINEL 2B,2017-013A,42063
8535,1981-053PL,42100,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,100.27,82.86,786,757,,,0,SMALL,9059,1981,53,PL,Y,COSMOS 1275 DEB,1981-053PL,42100
8536,1981-053PT,42107,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.24,82.81,896,833,,,0,SMALL,9059,1981,53,PT,Y,COSMOS 1275 DEB,1981-053PT,42107
8537,1981-053QJ,42122,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.94,82.94,1012,878,,,0,SMALL,9059,1981,53,QJ,Y,COSMOS 1275 DEB,1981-053QJ,42122
8538,1981-053TB,42187,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.67,82.97,925,845,,,0,SMALL,9059,1981,53,TB,Y,COSMOS 1275 DEB,1981-053TB,42187
8539,1981-053UR,42225,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.75,83.15,869,814,,,0,SMALL,9059,1981,53,UR,Y,COSMOS 1275 DEB,1981-053UR,42225
8540,1995-015HB,42285,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.21,98.93,838,794,,,0,SMALL,9059,1995,15,HB,Y,DMSP 5D-2 F13 DEB,1995-015HB,42285
8541,1995-015HS,42300,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.03,98.62,779,741,,,0,SMALL,9059,1995,15,HS,Y,DMSP 5D-2 F13 DEB,1995-015HS,42300
8542,1995-015JR,42323,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.62,98.84,836,834,,,0,SMALL,9059,1995,15,JR,Y,DMSP 5D-2 F13 DEB,1995-015JR,42323
8543,2000-055RD,42361,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,99.28,98.94,759,689,,,0,SMALL,9059,2000,55,RD,Y,NOAA 16 DEB,2000-055RD,42361
8544,2000-055RQ,42372,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.80,98.85,805,788,,,0,SMALL,9059,2000,55,RQ,Y,NOAA 16 DEB,2000-055RQ,42372
8545,2000-055TP,42419,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,99.83,98.82,764,737,,,0,SMALL,9059,2000,55,TP,Y,NOAA 16 DEB,2000-055TP,42419
8546,1970-025TH,42551,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.86,99.99,904,883,,,0,SMALL,9059,1970,25,TH,Y,THORAD AGENA D DEB,1970-025TH,42551
8547,1974-089FN,42597,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,113.44,101.51,1534,1235,,,0,SMALL,9059,1974,89,FN,Y,THORAD DELTA 1 DEB,1974-089FN,42597
8548,1974-089GN,42621,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,121.48,101.04,2053,1441,,,0,SMALL,9059,1974,89,GN,Y,THORAD DELTA 1 DEB,1974-089GN,42621
8549,1975-052LZ,42640,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,107.09,99.78,1254,929,,,0,SMALL,9059,1975,52,LZ,Y,DELTA 1 DEB,1975-052LZ,42640
8550,2017-039A,42803,PAYLOAD,IRIDIUM 113,US,2017-06-25,AFWTR,,100.40,86.40,779,776,,,0,LARGE,9059,2017,39,A,Y,IRIDIUM 113,2017-039A,42803
8551,2017-039H,42810,PAYLOAD,IRIDIUM 124,US,2017-06-25,AFWTR,,99.77,86.45,749,746,,,0,LARGE,9059,2017,39,H,Y,IRIDIUM 124,2017-039H,42810
8552,2017-042K,42834,UNKNOWN,OBJECT K,TBD,2017-07-14,TTMTR,,95.83,97.38,566,552,,,0,MEDIUM,9059,2017,42,K,Y,OBJECT K,2017-042K,42834
8553,2017-061J,42963,PAYLOAD,IRIDIUM 139,US,2017-10-09,AFWTR,,100.40,86.40,779,776,,,0,LARGE,9059,2017,61,J,Y,IRIDIUM 139,2017-061J,42963
8554,2017-061K,42964,PAYLOAD,IRIDIUM 125,US,2017-10-09,AFWTR,,100.40,86.40,780,776,,,0,LARGE,9059,2017,61,K,Y,IRIDIUM 125,2017-061K,42964
8555,2017-070A,43005,PAYLOAD,MOHAMMED VI-A,MA,2017-11-08,FRGUI,,97.49,97.94,639,638,,,0,LARGE,9059,2017,70,A,Y,MOHAMMED VI-A,2017-070A,43005
8556,2017-072B,43011,PAYLOAD,HEAD-1,PRC,2017-11-14,TSC,,100.82,98.96,805,789,,,0,MEDIUM,9059,2017,72,B,Y,HEAD-1,2017-072B,43011
8557,2017-072C,43012,ROCKET BODY,CZ-4C R/B,PRC,2017-11-14,TSC,,98.76,98.58,787,611,,,0,LARGE,9059,2017,72,C,Y,CZ-4C R/B,2017-072C,43012
8558,2017-074C,43024,PAYLOAD,JILIN-01-06,PRC,2017-11-21,TSC,,94.44,97.48,498,485,,,0,MEDIUM,9059,2017,74,C,Y,JILIN-01-06,2017-074C,43024
8559,2017-082A,43065,PAYLOAD,GCOM-C,JPN,2017-12-23,TNSTA,,100.89,98.68,802,799,,,0,LARGE,9059,2017,82,A,Y,GCOM-C,2017-082A,43065
8560,2017-083D,43073,PAYLOAD,IRIDIUM 130,US,2017-12-23,AFWTR,,100.40,86.40,779,776,,,0,LARGE,9059,2017,83,D,Y,IRIDIUM 130,2017-083D,43073
8561,2017-083E,43074,PAYLOAD,IRIDIUM 151,US,2017-12-23,AFWTR,,100.40,86.40,779,776,,,0,LARGE,9059,2017,83,E,Y,IRIDIUM 151,2017-083E,43074
8562,2017-083J,43078,PAYLOAD,IRIDIUM 153,US,2017-12-23,AFWTR,,100.40,86.40,780,776,,,0,LARGE,9059,2017,83,J,Y,IRIDIUM 153,2017-083J,43078
8563,2017-083K,43079,PAYLOAD,IRIDIUM 131,US,2017-12-23,AFWTR,,100.40,86.40,779,776,,,0,LARGE,9059,2017,83,K,Y,IRIDIUM 131,2017-083K,43079
8564,2018-008G,43161,ROCKET BODY,CZ-11 R/B,PRC,2018-01-19,JSC,,100.61,98.21,1051,524,,,0,LARGE,9059,2018,8,G,Y,CZ-11 R/B,2018-008G,43161
8565,1999-025EYM,43213,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.30,98.75,859,781,,,0,SMALL,9059,1999,25,EYM,Y,FENGYUN 1C DEB,1999-025EYM,43213
8566,2018-030A,43249,PAYLOAD,IRIDIUM 144,US,2018-03-30,AFWTR,,100.40,86.40,779,776,,,0,LARGE,9059,2018,30,A,Y,IRIDIUM 144,2018-030A,43249
8567,2018-030E,43253,PAYLOAD,IRIDIUM 145,US,2018-03-30,AFWTR,,100.40,86.40,779,776,,,0,LARGE,9059,2018,30,E,Y,IRIDIUM 145,2018-030E,43253
8568,2018-031D,43262,PAYLOAD,GAOFEN 1-04,PRC,2018-03-31,TSC,,97.52,97.79,643,637,,,0,LARGE,9059,2018,31,D,Y,GAOFEN 1-04,2018-031D,43262
8569,2018-034E,43279,PAYLOAD,WEINA 1B,PRC,2018-04-10,JSC,,107.04,63.40,1264,915,,,0,MEDIUM,9059,2018,34,E,Y,WEINA 1B,2018-034E,43279
8570,1976-108C,43294,DEBRIS,COSMOS 864 DEB,CIS,1976-10-29,PKMTR,,104.66,82.94,1000,956,,,0,MEDIUM,9059,1976,108,C,Y,COSMOS 864 DEB,1976-108C,43294
8571,1981-043Z,43302,DEBRIS,METEOR 2-7 DEB,CIS,1981-05-14,PKMTR,,100.69,81.26,816,766,,,0,SMALL,9059,1981,43,Z,Y,METEOR 2-7 DEB,1981-043Z,43302
8572,1986-094C,43320,DEBRIS,SL-14 DEB,CIS,1986-12-02,PKMTR,,115.93,82.60,1501,1494,,,0,SMALL,9059,1986,94,C,Y,SL-14 DEB,1986-094C,43320
8573,2007-029S,43375,DEBRIS,SL-16 DEB,CIS,2007-06-29,TTMTR,,101.88,70.89,926,769,,,0,SMALL,9059,2007,29,S,Y,SL-16 DEB,2007-029S,43375
8574,2010-023D,43394,DEBRIS,SERVIS 2 DEB,CIS,2010-06-02,PKMTR,,106.42,100.52,1084,1038,,,0,SMALL,9059,2010,23,D,Y,SERVIS 2 DEB,2010-023D,43394
8575,2016-043D,43429,DEBRIS,SJ 16-02 DEB,PRC,2016-06-29,JSC,,99.48,74.97,882,586,,,0,SMALL,9059,2016,43,D,Y,SJ 16-02 DEB,2016-043D,43429
8576,2018-039A,43437,PAYLOAD,SENTINEL 3B,ESA,2018-04-25,PKMTR,,100.93,98.63,803,802,,,0,LARGE,9059,2018,39,A,Y,SENTINEL 3B,2018-039A,43437
8577,2018-047E,43480,PAYLOAD,IRIDIUM 147,US,2018-05-22,AFWTR,,100.40,86.39,779,776,,,0,LARGE,9059,2018,47,E,Y,IRIDIUM 147,2018-047E,43480
8578,2018-047F,43481,PAYLOAD,IRIDIUM 110,US,2018-05-22,AFWTR,,100.40,86.39,779,776,,,0,LARGE,9059,2018,47,F,Y,IRIDIUM 110,2018-047F,43481
8579,2018-047G,43482,PAYLOAD,IRIDIUM 162,US,2018-05-22,AFWTR,,99.77,86.44,749,746,,,0,LARGE,9059,2018,47,G,Y,IRIDIUM 162,2018-047G,43482
8580,2018-048B,43485,PAYLOAD,LUOJIA-1 01,PRC,2018-06-02,JSC,,97.01,97.85,622,609,,,0,MEDIUM,9059,2018,48,B,Y,LUOJIA-1 01,2018-048B,43485
8581,2018-056B,43530,PAYLOAD,PRSS 1,PAKI,2018-07-09,JSC,,97.25,97.83,628,626,,,0,LARGE,9059,2018,56,B,Y,PRSS 1,2018-056B,43530
8582,2018-061A,43569,PAYLOAD,IRIDIUM 160,US,2018-07-25,AFWTR,,100.40,86.39,779,776,,,0,LARGE,9059,2018,61,A,Y,IRIDIUM 160,2018-061A,43569
8583,2018-068A,43609,PAYLOAD,HAIYANG 1C,PRC,2018-09-07,TSC,,100.41,98.57,786,770,,,0,LARGE,9059,2018,68,A,Y,HAIYANG 1C,2018-068A,43609
8584,2018-071A,43618,PAYLOAD,SSTL S1-4,UK,2018-09-16,SRI,,96.27,97.57,581,579,,,0,LARGE,9059,2018,71,A,Y,SSTL S1-4,2018-071A,43618
8585,2018-081A,43655,PAYLOAD,HAIYANG 2B,PRC,2018-10-24,TSC,,104.40,99.34,968,965,,,0,LARGE,9059,2018,81,A,Y,HAIYANG 2B,2018-081A,43655
8586,2018-083C,43664,UNKNOWN,OBJECT C,PRC,2018-10-29,JSC,,87.63,97.28,163,151,,,0,MEDIUM,9059,2018,83,C,Y,OBJECT C,2018-083C,43664
8587,2018-084F,43676,PAYLOAD,KHALIFASAT,UAE,2018-10-29,TNSTA,,96.11,98.07,581,563,,,0,LARGE,9059,2018,84,F,Y,KHALIFASAT,2018-084F,43676
8588,2018-084G,43677,PAYLOAD,TEN-KOH,JPN,2018-10-29,TNSTA,,96.02,98.09,575,561,,,0,MEDIUM,9059,2018,84,G,Y,TEN-KOH,2018-084G,43677
8589,2018-097A,43751,PAYLOAD,COSMOS 2530,CIS,2018-11-30,PKMTR,,115.86,82.52,1509,1480,,,0,LARGE,9059,2018,97,A,Y,COSMOS 2530,2018-097A,43751
8590,2018-097C,43753,PAYLOAD,COSMOS 2532,CIS,2018-11-30,PKMTR,,115.86,82.52,1508,1481,,,0,LARGE,9059,2018,97,C,Y,COSMOS 2532,2018-097C,43753
8591,2018-099K,43767,PAYLOAD,CORVUS BC4,US,2018-12-03,AFWTR,,95.56,97.47,552,539,,,0,SMALL,9059,2018,99,K,Y,CORVUS BC4,2018-099K,43767
8592,2018-099T,43775,UNKNOWN,OBJECT T,TBD,2018-12-03,AFWTR,,95.64,97.49,555,544,,,0,SMALL,9059,2018,99,T,Y,OBJECT T,2018-099T,43775
8593,2018-099X,43779,UNKNOWN,OBJECT X,TBD,2018-12-03,AFWTR,,95.74,97.51,564,545,,,0,SMALL,9059,2018,99,X,Y,OBJECT X,2018-099X,43779
8594,2018-099AE,43786,PAYLOAD,ITASAT,BRAZ,2018-12-03,AFWTR,,95.31,97.47,544,523,,,0,MEDIUM,9059,2018,99,AE,Y,ITASAT,2018-099AE,43786
8595,2018-099BF,43811,PAYLOAD,NEXTSAT-1,SKOR,2018-12-03,AFWTR,,95.69,97.47,562,542,,,0,MEDIUM,9059,2018,99,BF,Y,NEXTSAT-1,2018-099BF,43811
8596,2018-102A,43831,PAYLOAD,SAUDISAT 5A,SAUD,2018-12-07,JSC,,94.65,97.37,509,494,,,0,LARGE,9059,2018,102,A,Y,SAUDISAT 5A,2018-102A,43831
8597,2018-102C,43833,PAYLOAD,SAUDISAT 5B,SAUD,2018-12-07,JSC,,94.62,97.38,508,492,,,0,LARGE,9059,2018,102,C,Y,SAUDISAT 5B,2018-102C,43833
8598,2018-108A,43871,PAYLOAD,HONGYUN 1,PRC,2018-12-21,JSC,,106.62,99.81,1080,1060,,,0,LARGE,9059,2018,108,A,Y,HONGYUN 1,2018-108A,43871
8599,2018-111R,43891,UNKNOWN,OBJECT R,TBD,2018-12-27,VOSTO,,93.93,97.05,482,452,,,0,MEDIUM,9059,2018,111,R,Y,OBJECT R,2018-111R,43891
8600,2018-111Y,43898,UNKNOWN,OBJECT Y,TBD,2018-12-27,VOSTO,,87.41,97.00,150,142,,,0,MEDIUM,9059,2018,111,Y,Y,OBJECT Y,2018-111Y,43898
8601,2018-112A,43909,PAYLOAD,YUNHAI 2 1,PRC,2018-12-29,JSC,,100.79,50.01,796,796,,,0,LARGE,9059,2018,112,A,Y,YUNHAI 2 1,2018-112A,43909
8602,2018-112B,43910,PAYLOAD,YUNHAI 2 2,PRC,2018-12-29,JSC,,100.79,50.01,800,792,,,0,LARGE,9059,2018,112,B,Y,YUNHAI 2 2,2018-112B,43910
8603,2018-112D,43912,PAYLOAD,YUNHAI 2 4,PRC,2018-12-29,JSC,,100.79,50.01,807,785,,,0,LARGE,9059,2018,112,D,Y,YUNHAI 2 4,2018-112D,43912
8604,2018-112G,43915,PAYLOAD,YUNHAI 2 6,PRC,2018-12-29,JSC,,100.79,50.01,801,791,,,0,LARGE,9059,2018,112,G,Y,YUNHAI 2 6,2018-112G,43915
8605,2019-024C,44209,PAYLOAD,TIANHUI 2-01B,PRC,2019-04-29,TSC,,94.94,97.48,517,515,,,0,LARGE,9059,2019,24,C,Y,TIANHUI 2-01B,2019-024C,44209
8606,2019-028A,44233,PAYLOAD,RISAT 2B,IND,2019-05-22,SRI,,95.96,37.00,568,562,,,0,LARGE,9059,2019,28,A,Y,RISAT 2B,2019-028A,44233
8607,2019-032A,44310,UNKNOWN,OBJECT A,PRC,2019-06-05,YSLA,,95.02,44.98,526,513,,,0,MEDIUM,9059,2019,32,A,Y,OBJECT A,2019-032A,44310
8608,2019-033A,44322,PAYLOAD,RCM 1,CA,2019-06-12,AFWTR,,96.48,97.76,591,589,,,0,LARGE,9059,2019,33,A,Y,RCM 1,2019-033A,44322
8609,2019-033B,44323,PAYLOAD,RCM 3,CA,2019-06-12,AFWTR,,96.48,97.76,591,589,,,0,LARGE,9059,2019,33,B,Y,RCM 3,2019-033B,44323
8610,2019-033C,44324,PAYLOAD,RCM 2,CA,2019-06-12,AFWTR,,96.48,97.76,591,589,,,0,LARGE,9059,2019,33,C,Y,RCM 2,2019-033C,44324
8611,2019-036C,44341,PAYLOAD,OTB,US,2019-06-25,AFETR,,98.92,24.00,715,699,,,0,LARGE,9059,2019,36,C,Y,OTB,2019-036C,44341
8612,2019-057B,44518,ROCKET BODY,BREEZE-KM R/B,CIS,2019-08-30,PKMTR,,101.03,99.10,950,665,,,0,LARGE,9059,2019,57,B,Y,BREEZE-KM R/B,2019-057B,44518
8613,2019-059A,44528,PAYLOAD,ZY-1 02D,PRC,2019-09-12,TSC,,100.32,98.38,776,772,,,0,LARGE,9059,2019,59,A,Y,ZY-1 02D,2019-059A,44528
8614,2019-063B,44548,ROCKET BODY,CZ-2D R/B,PRC,2019-09-25,JSC,,99.97,98.29,763,751,,,0,LARGE,9059,2019,63,B,Y,CZ-2D R/B,2019-063B,44548
8615,2017-072E,44614,DEBRIS,CZ-4C DEB,PRC,2017-11-14,TSC,,104.32,98.71,1131,794,,,0,SMALL,9059,2017,72,E,Y,CZ-4C DEB,2017-072E,44614
8616,2019-066A,44622,PAYLOAD,GAOFEN 10R,PRC,2019-10-04,TSC,,97.13,97.99,624,618,,,0,LARGE,9059,2019,66,A,Y,GAOFEN 10R,2019-066A,44622
8617,2019-074BL,44771,PAYLOAD,STARLINK-1067,US,2019-11-11,AFETR,,95.59,53.05,548,546,,,0,LARGE,9059,2019,74,BL,Y,STARLINK-1067,2019-074BL,44771
8618,2019-076C,44781,PAYLOAD,NINGXIA-1 3,PRC,2019-11-13,TSC,,102.72,45.00,894,881,,,0,MEDIUM,9059,2019,76,C,Y,NINGXIA-1 3,2019-076C,44781
8619,2019-076E,44783,PAYLOAD,NINGXIA-1 5,PRC,2019-11-13,TSC,,102.72,45.01,894,880,,,0,MEDIUM,9059,2019,76,E,Y,NINGXIA-1 5,2019-076E,44783
8620,2019-077B,44786,PAYLOAD,KL-ALPHA B,GER,2019-11-17,JSC,,106.20,88.89,1072,1029,,,0,MEDIUM,9059,2019,77,B,Y,KL-ALPHA B,2019-077B,44786
8621,2019-081A,44804,PAYLOAD,CARTOSAT 3,IND,2019-11-27,SRI,,94.79,97.49,518,499,,,0,LARGE,9059,2019,81,A,Y,CARTOSAT 3,2019-081A,44804
8622,2019-082A,44819,PAYLOAD,GAOFEN 12,PRC,2019-11-27,TSC,,97.28,97.82,632,626,,,0,LARGE,9059,2019,82,A,Y,GAOFEN 12,2019-082A,44819
