,OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
4915,2023-144M,STARLINK-30434,57875,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4916,2023-144L,STARLINK-30447,57874,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4917,2023-144K,STARLINK-30445,57873,US,95.84,43.0,560.0,559.0,LARGE,0,2023-09-16,
4918,2023-144J,STARLINK-30446,57872,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4919,2023-144H,STARLINK-30444,57871,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4920,2023-144G,STARLINK-30460,57870,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4921,2023-144F,STARLINK-30441,57869,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4922,2023-144E,STARLINK-30442,57868,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4923,2023-144D,STARLINK-30439,57867,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4924,2023-144C,STARLINK-30393,57866,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4925,2023-144B,STARLINK-30427,57865,US,95.84,43.01,561.0,558.0,LARGE,0,2023-09-16,
4926,2023-144A,STARLINK-30432,57864,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-16,
4927,2023-142A,VICTUS NOX,57861,US,87.47,97.26,155.0,144.0,MEDIUM,0,2023-09-15,
4928,2023-141W,STARLINK-30272,57860,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4929,2023-141V,STARLINK-30414,57859,US,94.11,53.16,476.0,475.0,LARGE,0,2023-09-12,
4930,2023-141U,STARLINK-30290,57858,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4931,2023-141T,STARLINK-30424,57857,US,93.27,53.16,437.0,433.0,LARGE,0,2023-09-12,
4932,2023-141S,STARLINK-30291,57856,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4933,2023-141R,STARLINK-30392,57855,US,94.11,53.16,476.0,475.0,LARGE,0,2023-09-12,
4934,2023-141Q,STARLINK-30412,57854,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4935,2023-141P,STARLINK-30404,57853,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4936,2023-141N,STARLINK-30431,57852,US,94.11,53.16,477.0,473.0,LARGE,0,2023-09-12,
4937,2023-141M,STARLINK-30405,57851,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4938,2023-141L,STARLINK-30425,57850,US,94.11,53.16,476.0,475.0,LARGE,0,2023-09-12,
4939,2023-141K,STARLINK-30430,57849,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4940,2023-141J,STARLINK-30426,57848,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4941,2023-141H,STARLINK-30416,57847,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4942,2023-141E,STARLINK-30292,57844,US,94.11,53.16,476.0,475.0,LARGE,0,2023-09-12,
4943,2023-141D,STARLINK-30423,57843,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4944,2023-141C,STARLINK-30435,57842,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4945,2023-141B,STARLINK-30410,57841,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4946,2023-141A,STARLINK-30285,57840,US,94.11,53.16,476.0,474.0,LARGE,0,2023-09-12,
4947,2023-140D,ATLAS 5 CENTAUR R/B,57839,US,1461.0,13.3,36345.0,36200.0,,0,2023-09-10,
4948,2023-140C,USA 348,57838,US,1436.16,12.18,35799.0,35776.0,,0,2023-09-10,
4949,2023-140B,USA 347,57837,US,1436.1,12.21,35790.0,35784.0,,0,2023-09-10,
4950,2023-140A,USA 346,57836,US,1457.82,12.19,36240.0,36181.0,,0,2023-09-10,
4951,2023-139F,CZ-6A R/B,57835,PRC,100.09,85.99,807.0,718.0,LARGE,0,2023-09-10,
4952,2023-139E,CZ-6A DEB,57834,PRC,100.85,85.99,807.0,791.0,LARGE,0,2023-09-10,
4953,2023-139D,YAOGAN-40 01C,57833,PRC,101.96,85.99,854.0,849.0,LARGE,0,2023-09-10,
4954,2023-139C,YAOGAN-40 01B,57832,PRC,101.96,85.99,853.0,850.0,LARGE,0,2023-09-10,
4955,2023-139B,CZ-6A R/B,57831,PRC,100.89,85.99,809.0,793.0,LARGE,0,2023-09-10,
4956,2023-139A,YAOGAN-40 01A,57830,PRC,101.96,85.99,853.0,850.0,LARGE,0,2023-09-10,
4957,2023-138X,STARLINK-30418,57829,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4958,2023-138W,STARLINK-30411,57828,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4959,2023-138V,STARLINK-30402,57827,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4960,2023-138U,STARLINK-30422,57826,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4961,2023-138T,STARLINK-30377,57825,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4962,2023-138S,STARLINK-30408,57824,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4963,2023-138R,STARLINK-30407,57823,US,94.27,43.0,484.0,483.0,LARGE,0,2023-09-09,
4964,2023-138P,STARLINK-30415,57821,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-09,
4965,2023-138N,STARLINK-30409,57820,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4966,2023-138M,STARLINK-30390,57819,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4967,2023-138L,STARLINK-30401,57818,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4968,2023-138K,STARLINK-30391,57817,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4969,2023-138J,STARLINK-30386,57816,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4970,2023-138H,STARLINK-30398,57815,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4971,2023-138G,STARLINK-30413,57814,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4972,2023-138F,STARLINK-30403,57813,US,95.84,43.0,560.0,559.0,LARGE,0,2023-09-09,
4973,2023-138E,STARLINK-30395,57812,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4974,2023-138D,STARLINK-30379,57811,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4975,2023-138C,STARLINK-30394,57810,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4976,2023-138B,STARLINK-30374,57809,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-09,
4977,2023-138A,STARLINK-30304,57808,US,93.49,43.0,447.0,444.0,LARGE,0,2023-09-09,
4978,2023-137C,H-2A DEB,57802,JPN,94.17,31.0,480.0,476.0,LARGE,0,2023-09-06,
4979,2023-137A,XRISM,57800,JPN,95.58,31.0,552.0,541.0,LARGE,0,2023-09-06,
4980,2023-136B,CZ-4C R/B,57798,PRC,96.05,98.22,651.0,488.0,LARGE,0,2023-09-06,
4981,2023-136A,YAOGAN-33 03,57797,PRC,98.69,98.18,700.0,692.0,LARGE,0,2023-09-06,
4982,2023-135D,TIANQI 24,57795,PRC,101.21,49.97,826.0,806.0,MEDIUM,0,2023-09-05,
4983,2023-135C,TIANQI 23,57794,PRC,101.21,49.97,826.0,806.0,MEDIUM,0,2023-09-05,
4984,2023-135B,TIANQI 22,57793,PRC,101.21,49.97,826.0,806.0,MEDIUM,0,2023-09-05,
4985,2023-135A,TIANQI 21,57792,PRC,101.21,49.97,826.0,806.0,MEDIUM,0,2023-09-05,
4986,2023-134W,STARLINK-30367,57791,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4987,2023-134V,STARLINK-30373,57790,US,94.37,43.0,489.0,487.0,LARGE,0,2023-09-04,
4988,2023-134U,STARLINK-30372,57789,US,93.79,43.0,462.0,458.0,LARGE,0,2023-09-04,
4989,2023-134T,STARLINK-30387,57788,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-04,
4990,2023-134S,STARLINK-30378,57787,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4991,2023-134R,STARLINK-30382,57786,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4992,2023-134Q,STARLINK-30381,57785,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4993,2023-134P,STARLINK-30388,57784,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4994,2023-134N,STARLINK-30389,57783,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4995,2023-134M,STARLINK-30376,57782,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-04,
4996,2023-134L,STARLINK-30369,57781,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4997,2023-134K,STARLINK-30380,57780,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4998,2023-134J,STARLINK-30359,57779,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
4999,2023-134H,STARLINK-30385,57778,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-04,
5000,2023-134G,STARLINK-30355,57777,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
5001,2023-134F,STARLINK-30360,57776,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
5002,2023-134E,STARLINK-30305,57775,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
5003,2023-134D,STARLINK-30384,57774,US,95.83,43.0,560.0,557.0,LARGE,0,2023-09-04,
5004,2023-134C,STARLINK-30383,57773,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
5005,2023-134B,STARLINK-30354,57772,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-04,
5006,2023-134A,STARLINK-30397,57771,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-04,
5007,2023-098C,CH 3 PROPULSION MODULE,57770,IND,18765.03,32.63,313088.0,141988.0,,0,2023-07-14,
5008,2023-133N,WILDFIRE 5,57769,US,103.94,81.0,950.0,940.0,MEDIUM,0,2023-09-02,
5009,2023-133M,WILDFIRE 8,57768,US,103.95,80.99,949.0,941.0,LARGE,0,2023-09-02,
5010,2023-133L,WILDFIRE 2,57767,US,103.96,80.99,950.0,942.0,LARGE,0,2023-09-02,
5011,2023-133K,WILDFIRE 10,57766,US,103.93,81.0,949.0,940.0,LARGE,0,2023-09-02,
5012,2023-133J,WILDFIRE 9,57765,US,103.95,81.0,950.0,941.0,LARGE,0,2023-09-02,
5013,2023-133H,WILDFIRE 1,57764,US,103.92,81.0,949.0,939.0,MEDIUM,0,2023-09-02,
5014,2023-133G,WILDFIRE 6,57763,US,103.95,80.99,950.0,941.0,LARGE,0,2023-09-02,
5015,2023-133F,CHECKMATE 10,57762,US,103.94,81.0,950.0,940.0,LARGE,0,2023-09-02,
5016,2023-133E,WILDFIRE 7,57761,US,103.97,81.0,950.0,942.0,LARGE,0,2023-09-02,
5017,2023-133D,BB3,57760,US,104.0,81.0,954.0,941.0,LARGE,0,2023-09-02,
5018,2014-028BR,COSMOS 2499 DEB,57759,CIS,110.38,82.28,1421.0,1067.0,LARGE,0,2014-05-23,
5019,2023-133C,WILDFIRE 3,57758,US,103.89,80.99,949.0,936.0,MEDIUM,0,2023-09-02,
5020,2023-133B,BB4,57757,US,104.0,81.0,955.0,940.0,LARGE,0,2023-09-02,
5021,2023-133A,WILDFIRE 4,57756,US,103.88,81.0,949.0,934.0,MEDIUM,0,2023-09-02,
5022,2023-132B,PSLV R/B,57755,IND,327.87,19.15,18489.0,256.0,LARGE,0,2023-09-02,
5023,2023-132A,ADITYA-L1,57754,IND,,,,,LARGE,0,2023-09-02,HELIOCENTRIC ORBIT (SUN)
5024,2023-131X,STARLINK-30343,57753,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5025,2023-131W,STARLINK-30368,57752,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5026,2023-131V,STARLINK-30370,57751,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5027,2023-131U,STARLINK-30357,57750,US,95.84,43.0,560.0,559.0,LARGE,0,2023-09-01,
5028,2023-131T,STARLINK-30366,57749,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-01,
5029,2023-131S,STARLINK-30356,57748,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5030,2023-131R,STARLINK-30307,57747,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5031,2023-131Q,STARLINK-30350,57746,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5032,2023-131P,STARLINK-30362,57745,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5033,2023-131N,STARLINK-30363,57744,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5034,2023-131M,STARLINK-30361,57743,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5035,2023-131L,STARLINK-30308,57742,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5036,2023-131K,STARLINK-30364,57741,US,95.85,43.0,560.0,559.0,LARGE,0,2023-09-01,
5037,2023-131J,STARLINK-30331,57740,US,95.84,43.01,560.0,559.0,LARGE,0,2023-09-01,
5038,2023-131H,STARLINK-30242,57739,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5039,2023-131G,STARLINK-30351,57738,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-01,
5040,2023-131F,STARLINK-30344,57737,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-01,
5041,2023-131E,STARLINK-30352,57736,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5042,2023-131D,STARLINK-30371,57735,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5043,2023-131C,STARLINK-30365,57734,US,95.84,43.0,560.0,558.0,LARGE,0,2023-09-01,
5044,2023-131B,STARLINK-30310,57733,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-01,
5045,2023-131A,STARLINK-30375,57732,US,95.84,43.01,560.0,558.0,LARGE,0,2023-09-01,
5046,2023-130E,YAOGAN-39 01C,57731,PRC,94.51,34.99,497.0,493.0,LARGE,0,2023-08-31,
5047,2023-130B,YAOGAN-39 01B,57728,PRC,94.51,34.99,496.0,494.0,LARGE,0,2023-08-31,
5048,2023-130A,YAOGAN-39 01A,57727,PRC,94.54,35.0,500.0,492.0,LARGE,0,2023-08-31,
5049,1974-025M,METEOR 1-17 DEB,57726,CIS,101.6,81.21,835.0,834.0,SMALL,0,1974-04-24,
5050,1991-033N,COSMOS 2143 DEB,57725,CIS,114.29,82.82,1504.0,1343.0,SMALL,0,1991-05-16,
5051,1991-033M,COSMOS 2143 DEB,57724,CIS,113.09,82.51,1385.0,1352.0,SMALL,0,1991-05-16,
5052,1991-033L,COSMOS 2143 DEB,57723,CIS,114.13,82.8,1527.0,1304.0,SMALL,0,1991-05-16,
5053,1991-033K,COSMOS 2143 DEB,57722,CIS,113.7,82.58,1397.0,1395.0,MEDIUM,0,1991-05-16,
5054,1991-033J,COSMOS 2143 DEB,57721,CIS,113.22,82.15,1400.0,1349.0,SMALL,0,1991-05-16,
5055,1991-033H,COSMOS 2143 DEB,57720,CIS,116.13,82.71,1640.0,1373.0,SMALL,0,1991-05-16,
5056,2023-129X,STARLINK-30334,57719,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5057,2023-129W,STARLINK-30338,57718,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5058,2023-129V,STARLINK-30325,57717,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5059,2023-129U,STARLINK-30281,57716,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5060,2023-129T,STARLINK-30300,57715,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5061,2023-129S,STARLINK-30341,57714,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5062,2023-129R,STARLINK-30349,57713,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5063,2023-129Q,STARLINK-30348,57712,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5064,2023-129P,STARLINK-30318,57711,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5065,2023-129N,STARLINK-30335,57710,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5066,2023-129M,STARLINK-30287,57709,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5067,2023-129L,STARLINK-30315,57708,US,95.84,43.0,559.0,559.0,LARGE,0,2023-08-27,
5068,2023-129K,STARLINK-30327,57707,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5069,2023-129H,STARLINK-30342,57705,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5070,2023-129G,STARLINK-30346,57704,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5071,2023-129F,STARLINK-30336,57703,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5072,2023-129E,STARLINK-30333,57702,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5073,2023-129D,STARLINK-30345,57701,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5074,2023-129C,STARLINK-30332,57700,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-27,
5075,2023-129B,STARLINK-30347,57699,US,95.84,43.0,560.0,559.0,LARGE,0,2023-08-27,
5076,2023-129A,STARLINK-30288,57698,US,95.84,43.01,560.0,558.0,LARGE,0,2023-08-27,
5077,2023-127A,JILIN-01 KUANFU 02A,57696,PRC,94.89,97.56,528.0,499.0,LARGE,0,2023-08-25,
5078,2023-126B,ELECTRON KICK STAGE R/B,57694,US,97.21,53.01,633.0,617.0,MEDIUM,0,2023-08-23,
5079,2023-126A,CAPELLA-11 (ACADIA),57693,US,97.36,53.01,634.0,631.0,LARGE,0,2023-08-23,
5080,2022-156J,SLS DEB,57685,US,112.43,30.28,2242.0,434.0,SMALL,0,2022-11-16,
5081,2023-124W,STARLINK-30295,57683,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5082,2023-124V,STARLINK-30297,57682,US,94.11,53.16,476.0,475.0,LARGE,0,2023-08-22,
5083,2023-124U,STARLINK-30273,57681,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5084,2023-124T,STARLINK-30283,57680,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5085,2023-124S,STARLINK-30321,57679,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5086,2023-124R,STARLINK-30320,57678,US,93.33,53.16,438.0,437.0,LARGE,0,2023-08-22,
5087,2023-124Q,STARLINK-30303,57677,US,94.1,53.16,476.0,474.0,LARGE,0,2023-08-22,
5088,2023-124P,STARLINK-30313,57676,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5089,2023-124N,STARLINK-30317,57675,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5090,2023-124L,STARLINK-30316,57673,US,94.11,53.16,476.0,475.0,LARGE,0,2023-08-22,
5091,2023-124K,STARLINK-30274,57672,US,94.11,53.16,475.0,475.0,LARGE,0,2023-08-22,
5092,2023-124J,STARLINK-30296,57671,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5093,2023-124H,STARLINK-30322,57670,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5094,2023-124G,STARLINK-30271,57669,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5095,2023-124F,STARLINK-30278,57668,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5096,2023-124E,STARLINK-30275,57667,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5097,2023-124D,STARLINK-30301,57666,US,95.69,53.16,553.0,551.0,LARGE,0,2023-08-22,
5098,2023-124C,STARLINK-30298,57665,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5099,2023-124A,STARLINK-30267,57663,US,94.11,53.16,476.0,474.0,LARGE,0,2023-08-22,
5100,2023-123B,CZ-4C R/B,57655,PRC,94.39,97.92,540.0,438.0,LARGE,0,2023-08-20,
5101,2023-123A,GAOFEN 12 04,57654,PRC,97.24,97.91,628.0,625.0,LARGE,0,2023-08-20,
5102,2023-122X,STARLINK-30289,57653,US,95.84,43.0,561.0,557.0,LARGE,0,2023-08-17,
5103,2023-122W,STARLINK-30276,57652,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5104,2023-122V,STARLINK-30294,57651,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5105,2023-122U,STARLINK-30299,57650,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5106,2023-122S,STARLINK-30243,57648,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5107,2023-122R,STARLINK-30286,57647,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5108,2023-122Q,STARLINK-30265,57646,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5109,2023-122P,STARLINK-30277,57645,US,94.37,43.0,489.0,487.0,LARGE,0,2023-08-17,
5110,2023-122N,STARLINK-30247,57644,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5111,2023-122M,STARLINK-30280,57643,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5112,2023-122L,STARLINK-30263,57642,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5113,2023-122K,STARLINK-30312,57641,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5114,2023-122J,STARLINK-30324,57640,US,95.84,43.0,560.0,559.0,LARGE,0,2023-08-17,
5115,2023-122H,STARLINK-30326,57639,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5116,2023-122G,STARLINK-30328,57638,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5117,2023-122F,STARLINK-30311,57637,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5118,2023-122E,STARLINK-30330,57636,US,95.84,43.01,560.0,558.0,LARGE,0,2023-08-17,
5119,2023-122D,STARLINK-30329,57635,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5120,2023-122C,STARLINK-30323,57634,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5121,2023-122B,STARLINK-30306,57633,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-17,
5122,2023-122A,STARLINK-30309,57632,US,95.84,43.01,560.0,557.0,LARGE,0,2023-08-17,
5123,2023-121E,HEAD-3E,57630,PRC,98.47,45.0,692.0,679.0,MEDIUM,0,2023-08-14,
5124,2023-121D,HEAD-3D,57629,PRC,98.53,45.01,694.0,682.0,MEDIUM,0,2023-08-14,
5125,2023-121C,HEAD-3C,57628,PRC,98.57,45.0,695.0,685.0,MEDIUM,0,2023-08-14,
5126,2023-121B,HEAD-3B,57627,PRC,98.61,45.0,697.0,688.0,MEDIUM,0,2023-08-14,
5127,2023-121A,HEAD-3A,57626,PRC,98.67,45.0,700.0,690.0,MEDIUM,0,2023-08-14,
5128,2023-120A,LUDI TANCE-4 01A,57624,PRC,1436.08,15.48,35806.0,35767.0,LARGE,0,2023-08-12,
5129,2023-119X,STARLINK-30100,57623,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5130,2023-119W,STARLINK-30056,57622,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5131,2023-119V,STARLINK-30150,57621,US,95.84,43.01,560.0,558.0,LARGE,0,2023-08-11,
5132,2023-119U,STARLINK-30141,57620,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5133,2023-119S,STARLINK-30249,57618,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5134,2023-119R,STARLINK-30148,57617,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5135,2023-119Q,STARLINK-30075,57616,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5136,2023-119P,STARLINK-30246,57615,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5137,2023-119N,STARLINK-30244,57614,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5138,2023-119M,STARLINK-30041,57613,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5139,2023-119L,STARLINK-30245,57612,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5140,2023-119K,STARLINK-30052,57611,US,95.84,43.0,560.0,559.0,LARGE,0,2023-08-11,
5141,2023-119J,STARLINK-30248,57610,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5142,2023-119H,STARLINK-30174,57609,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5143,2023-119G,STARLINK-30258,57608,US,95.84,43.0,559.0,559.0,LARGE,0,2023-08-11,
5144,2023-119F,STARLINK-30252,57607,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5145,2023-119E,STARLINK-30255,57606,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5146,2023-119D,STARLINK-30138,57605,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5147,2023-119C,STARLINK-30218,57604,US,95.84,43.0,560.0,558.0,LARGE,0,2023-08-11,
5148,2023-119B,STARLINK-30223,57603,US,95.84,43.0,560.0,559.0,LARGE,0,2023-08-11,
5149,2023-119A,STARLINK-30166,57602,US,95.84,43.0,560.0,559.0,LARGE,0,2023-08-11,
5150,2018-079HZ,ATLAS 5 CENTAUR DEB,57598,US,787.15,12.73,34956.0,8767.0,,0,2018-10-17,
5151,2018-079HY,ATLAS 5 CENTAUR DEB,57597,US,836.56,12.08,36925.0,9138.0,,0,2018-10-17,
5152,2018-079HX,ATLAS 5 CENTAUR DEB,57596,US,838.8,11.04,36696.0,9472.0,,0,2018-10-17,
5153,2018-079HW,ATLAS 5 CENTAUR DEB,57595,US,850.87,11.52,37441.0,9291.0,,0,2018-10-17,
5154,2018-079HV,ATLAS 5 CENTAUR DEB,57594,US,769.53,12.17,34128.0,8750.0,,0,2018-10-17,
5155,2018-079HU,ATLAS 5 CENTAUR DEB,57593,US,699.57,12.4,32129.0,7323.0,,0,2018-10-17,
5156,2018-079HT,ATLAS 5 CENTAUR DEB,57592,US,749.44,11.67,33639.0,8266.0,,0,2018-10-17,
5157,2018-079HS,ATLAS 5 CENTAUR DEB,57591,US,799.48,11.83,34551.0,9762.0,,0,2018-10-17,
5158,2018-079HR,ATLAS 5 CENTAUR DEB,57590,US,921.81,10.47,40656.0,9338.0,,0,2018-10-17,
5159,2018-079HQ,ATLAS 5 CENTAUR DEB,57589,US,781.31,12.77,34975.0,8469.0,,0,2018-10-17,
5160,2018-079HP,ATLAS 5 CENTAUR DEB,57588,US,762.35,12.59,34501.0,8030.0,,0,2018-10-17,
5161,2018-079HN,ATLAS 5 CENTAUR DEB,57587,US,811.61,12.12,36121.0,8767.0,,0,2018-10-17,
5162,2023-117G,OBJECT G,57586,PRC,89.36,97.42,249.0,236.0,LARGE,0,2023-08-10,
5163,2023-117F,OBJECT F,57585,PRC,94.3,97.46,492.0,478.0,MEDIUM,0,2023-08-10,
5164,2023-117E,OBJECT E,57584,PRC,92.52,97.45,400.0,396.0,MEDIUM,0,2023-08-10,
5165,2023-117D,OBJECT D,57583,PRC,92.58,97.44,403.0,399.0,MEDIUM,0,2023-08-10,
