,OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
11450,1999-025FCB,FENGYUN 1C DEB *,47103,PRC,102.78,97.95,1020.0,761.0,SMALL,0,1999-05-10,
11451,1999-025FCA,FENGYUN 1C DEB *,47102,PRC,101.87,98.4,935.0,760.0,SMALL,0,1999-05-10,
11452,1999-025FBZ,FENGYUN 1C DEB *,47101,PRC,102.83,98.79,993.0,792.0,SMALL,0,1999-05-10,
11453,1999-025FBY,FENGYUN 1C DEB *,47100,PRC,99.61,99.01,809.0,671.0,SMALL,0,1999-05-10,
11454,1999-025FBX,FENGYUN 1C DEB *,47099,PRC,99.23,98.74,741.0,703.0,SMALL,0,1999-05-10,
11455,2020-087A,CHANG'E 5,47097,PRC,,,,,,0,2020-11-23,NO ELEMENTS AVAILABLE
11456,2014-055DE,ATLAS 5 CENTAUR DEB,47096,US,803.78,19.55,36207.0,8309.0,,0,2014-09-17,
11457,2011-037NF,FREGAT DEB,47094,CIS,119.52,51.38,2732.0,587.0,MEDIUM,0,2011-07-18,
11458,2011-037NE,FREGAT DEB,47093,CIS,122.5,51.58,3099.0,486.0,SMALL,0,2011-07-18,
11459,1991-056DS,SL-14 DEB,47092,CIS,107.42,82.57,1177.0,1038.0,SMALL,0,1991-08-15,
11460,1991-056DR,SL-14 DEB,47091,CIS,109.1,82.6,1194.0,1176.0,SMALL,0,1991-08-15,
11461,1991-056DQ,SL-14 DEB,47090,CIS,107.56,82.63,1178.0,1050.0,SMALL,0,1991-08-15,
11462,1991-056DP,SL-14 DEB,47089,CIS,107.6,82.6,1256.0,975.0,SMALL,0,1991-08-15,
11463,1991-056DN,SL-14 DEB,47088,CIS,108.93,82.66,1349.0,1005.0,SMALL,0,1991-08-15,
11464,1991-056DM,SL-14 DEB,47087,CIS,108.73,82.6,1215.0,1121.0,SMALL,0,1991-08-15,
11465,1991-056DL,SL-14 DEB *,47086,CIS,101.47,82.55,839.0,817.0,SMALL,0,1991-08-15,
11466,1991-056DK,SL-14 DEB,47085,CIS,107.92,82.56,1197.0,1064.0,SMALL,0,1991-08-15,
11467,1991-056DJ,SL-14 DEB,47084,CIS,109.01,82.63,1354.0,1008.0,SMALL,0,1991-08-15,
11468,1991-056DH,SL-14 DEB,47083,CIS,98.99,82.62,797.0,624.0,SMALL,0,1991-08-15,
11469,1991-056DG,SL-14 DEB,47082,CIS,109.81,82.62,1245.0,1191.0,SMALL,0,1991-08-15,
11470,1991-056DF,SL-14 DEB,47081,CIS,107.11,82.58,1172.0,1014.0,SMALL,0,1991-08-15,
11471,1991-056DE,SL-14 DEB,47080,CIS,103.37,82.5,1044.0,792.0,SMALL,0,1991-08-15,
11472,1991-056DD,SL-14 DEB,47079,CIS,108.74,82.54,1195.0,1142.0,SMALL,0,1991-08-15,
11473,1991-056DC,SL-14 DEB,47078,CIS,108.34,82.55,1184.0,1116.0,SMALL,0,1991-08-15,
11474,1993-036BYG,COSMOS 2251 DEB,47076,CIS,99.29,74.02,746.0,703.0,SMALL,0,1993-06-16,
11475,1993-036BYF,COSMOS 2251 DEB,47075,CIS,97.96,73.99,669.0,653.0,SMALL,0,1993-06-16,
11476,1993-036BYE,COSMOS 2251 DEB,47074,CIS,100.67,74.09,899.0,682.0,SMALL,0,1993-06-16,
11477,1993-036BYD,COSMOS 2251 DEB,47073,CIS,102.56,74.09,997.0,762.0,SMALL,0,1993-06-16,
11478,1993-036BYC,COSMOS 2251 DEB,47072,CIS,99.72,74.04,793.0,698.0,SMALL,0,1993-06-16,
11479,1993-036BYB,COSMOS 2251 DEB,47071,CIS,101.64,73.93,953.0,720.0,SMALL,0,1993-06-16,
11480,1993-036BYA,COSMOS 2251 DEB,47070,CIS,95.46,74.05,547.0,535.0,SMALL,0,1993-06-16,
11481,1993-036BXZ,COSMOS 2251 DEB,47069,CIS,99.38,74.04,741.0,717.0,SMALL,0,1993-06-16,
11482,1993-036BXY,COSMOS 2251 DEB,47068,CIS,99.29,74.03,739.0,710.0,SMALL,0,1993-06-16,
11483,1993-036BXX,COSMOS 2251 DEB,47067,CIS,102.88,74.23,1081.0,709.0,SMALL,0,1993-06-16,
11484,1993-036BXS,COSMOS 2251 DEB,47062,CIS,105.05,74.08,1238.0,756.0,SMALL,0,1993-06-16,
11485,1993-036BXR,COSMOS 2251 DEB,47061,CIS,96.47,74.01,614.0,565.0,SMALL,0,1993-06-16,
11486,1993-036BXP,COSMOS 2251 DEB,47059,CIS,96.68,74.02,624.0,576.0,SMALL,0,1993-06-16,
11487,1993-036BXN,COSMOS 2251 DEB,47058,CIS,98.61,74.01,712.0,673.0,SMALL,0,1993-06-16,
11488,1993-036BXK,COSMOS 2251 DEB,47055,CIS,99.15,74.0,741.0,695.0,SMALL,0,1993-06-16,
11489,1993-036BXJ,COSMOS 2251 DEB,47054,CIS,97.43,73.95,664.0,607.0,SMALL,0,1993-06-16,
11490,1993-036BXH,COSMOS 2251 DEB,47053,CIS,105.99,74.06,1326.0,755.0,SMALL,0,1993-06-16,
11491,1993-036BXG,COSMOS 2251 DEB,47052,CIS,100.36,74.05,819.0,731.0,SMALL,0,1993-06-16,
11492,1993-036BXF,COSMOS 2251 DEB,47051,CIS,105.43,74.1,1271.0,758.0,SMALL,0,1993-06-16,
11493,1993-036BXD,COSMOS 2251 DEB,47049,CIS,98.58,73.98,717.0,665.0,SMALL,0,1993-06-16,
11494,1993-036BXC,COSMOS 2251 DEB,47048,CIS,99.48,73.98,837.0,630.0,SMALL,0,1993-06-16,
11495,1993-036BXB,COSMOS 2251 DEB,47047,CIS,98.31,74.03,720.0,636.0,SMALL,0,1993-06-16,
11496,1993-036BXA,COSMOS 2251 DEB,47046,CIS,102.58,73.91,1015.0,746.0,SMALL,0,1993-06-16,
11497,1993-036BWZ,COSMOS 2251 DEB,47045,CIS,100.09,74.06,784.0,742.0,SMALL,0,1993-06-16,
11498,1999-025FBW,FENGYUN 1C DEB *,47044,PRC,101.82,99.04,899.0,791.0,SMALL,0,1999-05-10,
11499,1999-025FBV,FENGYUN 1C DEB *,47043,PRC,101.31,98.92,849.0,792.0,SMALL,0,1999-05-10,
11500,1999-025FBU,FENGYUN 1C DEB *,47042,PRC,101.24,99.03,857.0,777.0,SMALL,0,1999-05-10,
11501,1999-025FBT,FENGYUN 1C DEB *,47041,PRC,96.68,98.27,615.0,584.0,SMALL,0,1999-05-10,
11502,1999-025FBS,FENGYUN 1C DEB,47040,PRC,102.43,100.32,919.0,828.0,SMALL,0,1999-05-10,
11503,1999-025FBR,FENGYUN 1C DEB *,47039,PRC,101.58,98.37,915.0,751.0,SMALL,0,1999-05-10,
11504,1999-025FBQ,FENGYUN 1C DEB *,47038,PRC,101.78,97.86,945.0,741.0,SMALL,0,1999-05-10,
11505,1999-025FBP,FENGYUN 1C DEB *,47037,PRC,103.96,98.33,1105.0,787.0,SMALL,0,1999-05-10,
11506,1999-025FBN,FENGYUN 1C DEB *,47036,PRC,101.77,98.76,892.0,793.0,SMALL,0,1999-05-10,
11507,1999-025FBM,FENGYUN 1C DEB *,47035,PRC,102.8,98.17,958.0,825.0,SMALL,0,1999-05-10,
11508,1999-025FBL,FENGYUN 1C DEB *,47034,PRC,99.85,98.03,900.0,603.0,SMALL,0,1999-05-10,
11509,1999-025FBK,FENGYUN 1C DEB *,47033,PRC,103.26,98.85,998.0,827.0,SMALL,0,1999-05-10,
11510,1999-025FBJ,FENGYUN 1C DEB *,47032,PRC,100.98,98.84,827.0,783.0,SMALL,0,1999-05-10,
11511,1999-025FBH,FENGYUN 1C DEB *,47031,PRC,104.81,98.77,1138.0,833.0,SMALL,0,1999-05-10,
11512,1999-025FBF,FENGYUN 1C DEB,47029,PRC,97.73,98.92,791.0,509.0,SMALL,0,1999-05-10,
11513,1999-025FBE,FENGYUN 1C DEB *,47028,PRC,100.1,98.91,872.0,654.0,SMALL,0,1999-05-10,
11514,1999-025FBD,FENGYUN 1C DEB,47027,PRC,101.15,98.51,876.0,750.0,SMALL,0,1999-05-10,
11515,1999-025FBC,FENGYUN 1C DEB,47026,PRC,102.37,98.18,928.0,814.0,SMALL,0,1999-05-10,
11516,1999-025FBB,FENGYUN 1C DEB *,47025,PRC,99.91,99.05,785.0,724.0,SMALL,0,1999-05-10,
11517,1999-025FAX,FENGYUN 1C DEB *,47021,PRC,100.71,97.4,976.0,609.0,SMALL,0,1999-05-10,
11518,1999-025FAW,FENGYUN 1C DEB *,47020,PRC,102.35,98.51,946.0,794.0,SMALL,0,1999-05-10,
11519,1999-025FAV,FENGYUN 1C DEB,47019,PRC,106.03,98.42,1255.0,831.0,SMALL,0,1999-05-10,
11520,1999-025FAU,FENGYUN 1C DEB *,47018,PRC,100.24,98.93,791.0,749.0,SMALL,0,1999-05-10,
11521,1999-025FAS,FENGYUN 1C DEB,47016,PRC,102.36,98.08,989.0,752.0,SMALL,0,1999-05-10,
11522,1999-025FAR,FENGYUN 1C DEB *,47015,PRC,97.18,98.75,757.0,491.0,SMALL,0,1999-05-10,
11523,1999-025FAQ,FENGYUN 1C DEB *,47014,PRC,102.08,98.4,941.0,773.0,SMALL,0,1999-05-10,
11524,1999-025FAP,FENGYUN 1C DEB *,47013,PRC,101.63,98.09,879.0,793.0,SMALL,0,1999-05-10,
11525,1999-025FAN,FENGYUN 1C DEB *,47012,PRC,104.53,98.79,1094.0,851.0,SMALL,0,1999-05-10,
11526,1999-025FAM,FENGYUN 1C DEB *,47011,PRC,101.89,99.08,918.0,779.0,SMALL,0,1999-05-10,
11527,1999-025FAL,FENGYUN 1C DEB *,47010,PRC,105.49,98.3,1239.0,796.0,SMALL,0,1999-05-10,
11528,1999-025FAK,FENGYUN 1C DEB *,47009,PRC,107.69,98.93,1385.0,855.0,SMALL,0,1999-05-10,
11529,1999-025FAJ,FENGYUN 1C DEB,47008,PRC,101.82,98.06,964.0,726.0,SMALL,0,1999-05-10,
11530,1999-025FAH,FENGYUN 1C DEB,47007,PRC,103.28,98.22,1091.0,737.0,SMALL,0,1999-05-10,
11531,1999-025FAG,FENGYUN 1C DEB *,47006,PRC,103.03,99.23,963.0,841.0,SMALL,0,1999-05-10,
11532,1999-025FAF,FENGYUN 1C DEB *,47005,PRC,102.26,99.6,911.0,821.0,SMALL,0,1999-05-10,
11533,1999-025FAE,FENGYUN 1C DEB *,47004,PRC,102.03,99.1,904.0,805.0,SMALL,0,1999-05-10,
11534,1999-025FAD,FENGYUN 1C DEB *,47003,PRC,107.27,98.83,1351.0,849.0,SMALL,0,1999-05-10,
11535,1999-025FAC,FENGYUN 1C DEB *,47002,PRC,105.04,99.16,1163.0,830.0,SMALL,0,1999-05-10,
11536,1999-025FAB,FENGYUN 1C DEB *,47001,PRC,100.34,99.33,815.0,734.0,SMALL,0,1999-05-10,
11537,1999-025EZZ,FENGYUN 1C DEB *,46999,PRC,101.86,99.05,889.0,804.0,SMALL,0,1999-05-10,
11538,1999-025EZY,FENGYUN 1C DEB *,46998,PRC,105.92,98.25,1239.0,836.0,SMALL,0,1999-05-10,
11539,1999-025EZX,FENGYUN 1C DEB *,46997,PRC,100.98,98.58,824.0,785.0,SMALL,0,1999-05-10,
11540,1999-025EZW,FENGYUN 1C DEB,46996,PRC,101.95,98.96,890.0,811.0,SMALL,0,1999-05-10,
11541,1999-025EZV,FENGYUN 1C DEB *,46995,PRC,104.08,98.59,1095.0,808.0,SMALL,0,1999-05-10,
11542,1999-025EZU,FENGYUN 1C DEB,46994,PRC,98.57,98.36,860.0,521.0,SMALL,0,1999-05-10,
11543,1999-025EZT,FENGYUN 1C DEB *,46993,PRC,105.2,98.69,1198.0,809.0,SMALL,0,1999-05-10,
11544,1999-025EZS,FENGYUN 1C DEB,46992,PRC,102.83,98.88,945.0,840.0,SMALL,0,1999-05-10,
11545,1999-025EZR,FENGYUN 1C DEB,46991,PRC,98.66,98.15,698.0,692.0,SMALL,0,1999-05-10,
11546,1999-025EZQ,FENGYUN 1C DEB *,46990,PRC,101.94,98.26,1137.0,564.0,SMALL,0,1999-05-10,
11547,1999-025EZP,FENGYUN 1C DEB *,46989,PRC,104.67,99.49,1156.0,802.0,SMALL,0,1999-05-10,
11548,1999-025EZN,FENGYUN 1C DEB *,46988,PRC,105.09,98.93,1171.0,826.0,SMALL,0,1999-05-10,
11549,1999-025EZM,FENGYUN 1C DEB,46987,PRC,100.61,98.9,819.0,756.0,SMALL,0,1999-05-10,
11550,1999-025EZL,FENGYUN 1C DEB,46986,PRC,99.59,98.26,815.0,663.0,SMALL,0,1999-05-10,
11551,2020-086A,S6 MICHAEL FREILICH,46984,ESA,112.42,66.04,1344.0,1332.0,LARGE,0,2020-11-21,
11552,1997-051ACP,IRIDIUM 33 DEB,46981,US,99.98,86.31,836.0,679.0,SMALL,0,1997-09-14,
11553,1997-051ACN,IRIDIUM 33 DEB,46980,US,99.22,86.38,729.0,714.0,SMALL,0,1997-09-14,
11554,1997-051ACM,IRIDIUM 33 DEB,46979,US,97.98,86.35,691.0,633.0,SMALL,0,1997-09-14,
11555,1997-051ACK,IRIDIUM 33 DEB,46977,US,99.09,86.17,742.0,689.0,SMALL,0,1997-09-14,
11556,1997-051ACJ,IRIDIUM 33 DEB,46976,US,101.13,86.44,925.0,699.0,SMALL,0,1997-09-14,
11557,1997-051ACG,IRIDIUM 33 DEB,46974,US,100.19,86.31,840.0,695.0,SMALL,0,1997-09-14,
11558,1997-051ACE,IRIDIUM 33 DEB,46972,US,99.49,86.39,743.0,726.0,SMALL,0,1997-09-14,
11559,1997-051ACD,IRIDIUM 33 DEB,46971,US,97.68,86.34,656.0,640.0,SMALL,0,1997-09-14,
11560,1997-051ABY,IRIDIUM 33 DEB,46966,US,100.09,86.42,843.0,682.0,SMALL,0,1997-09-14,
11561,1997-051ABX,IRIDIUM 33 DEB,46965,US,98.79,86.33,715.0,686.0,SMALL,0,1997-09-14,
11562,2020-085AC,DRAGRACER 2(AUGURY),46955,US,93.18,97.57,435.0,425.0,MEDIUM,0,2020-11-20,
11563,2020-083B,ATLAS 5 CENTAUR R/B,46919,US,372.68,58.92,11003.0,10550.0,,0,2020-11-13,
11564,2020-083A,USA 310,46918,US,382.82,58.56,11096.0,11077.0,,0,2020-11-13,
11565,2020-082A,TIANTONG-1 2,46916,PRC,1436.07,1.72,35799.0,35773.0,LARGE,0,2020-11-12,
11566,2020-081L,PSLV R/B,46915,IND,94.35,36.84,506.0,469.0,LARGE,0,2020-11-07,
11567,2020-081K,KSM1-B,46914,LUXE,95.02,36.9,526.0,513.0,SMALL,0,2020-11-07,
11568,2020-081J,R2,46913,LTU,94.98,36.9,525.0,510.0,MEDIUM,0,2020-11-07,
11569,2020-081H,KSM1-A,46912,LUXE,94.97,36.9,520.0,514.0,MEDIUM,0,2020-11-07,
11570,2020-081C,KSM1-D,46907,LUXE,95.01,36.9,524.0,514.0,MEDIUM,0,2020-11-07,
11571,2020-081B,KSM1-C,46906,LUXE,94.95,36.9,521.0,512.0,SMALL,0,2020-11-07,
11572,2020-081A,RISAT-2BR2,46905,IND,95.96,36.9,576.0,554.0,LARGE,0,2020-11-07,
11573,1994-074CD,RESURS O1 DEB,46897,CIS,97.49,97.91,647.0,630.0,SMALL,0,1994-11-04,
11574,2018-079ED,ATLAS 5 CENTAUR DEB,46872,US,799.81,13.8,35777.0,8551.0,,0,2018-10-17,
11575,2018-079EC,ATLAS 5 CENTAUR DEB,46871,US,822.33,15.56,39702.0,5692.0,,0,2018-10-17,
11576,2018-079EB,ATLAS 5 CENTAUR DEB,46870,US,701.45,11.67,32236.0,7310.0,,0,2018-10-17,
11577,2018-079EA,ATLAS 5 CENTAUR DEB,46869,US,785.68,12.76,34979.0,8675.0,,0,2018-10-17,
11578,2018-079DZ,ATLAS 5 CENTAUR DEB,46868,US,715.81,13.19,31593.0,8664.0,,0,2018-10-17,
11579,2018-079DY,ATLAS 5 CENTAUR DEB,46867,US,615.68,12.56,28373.0,6818.0,MEDIUM,0,2018-10-17,
11580,2018-079DX,ATLAS 5 CENTAUR DEB,46866,US,695.64,10.26,30674.0,8583.0,,0,2018-10-17,
11581,2018-079DW,ATLAS 5 CENTAUR DEB,46865,US,762.56,12.59,33762.0,8779.0,,0,2018-10-17,
11582,2018-079DV,ATLAS 5 CENTAUR DEB,46864,US,761.85,11.22,33696.0,8811.0,,0,2018-10-17,
11583,2018-079DU,ATLAS 5 CENTAUR DEB,46863,US,741.62,12.35,33662.0,7863.0,,0,2018-10-17,
11584,2018-079DT,ATLAS 5 CENTAUR DEB,46862,US,957.11,11.47,42376.0,9211.0,,0,2018-10-17,
11585,2018-079DS,ATLAS 5 CENTAUR DEB,46861,US,807.6,11.4,36252.0,8446.0,,0,2018-10-17,
11586,2018-079DR,ATLAS 5 CENTAUR DEB,46860,US,869.7,12.84,39156.0,8450.0,,0,2018-10-17,
11587,2018-079DQ,ATLAS 5 CENTAUR DEB,46859,US,704.67,12.39,33307.0,6399.0,,0,2018-10-17,
11588,2018-079DP,ATLAS 5 CENTAUR DEB,46858,US,736.88,11.68,33004.0,8289.0,,0,2018-10-17,
11589,2018-079DN,ATLAS 5 CENTAUR DEB,46857,US,851.6,11.47,37400.0,9366.0,,0,2018-10-17,
11590,2018-079DM,ATLAS 5 CENTAUR DEB,46856,US,746.01,11.36,33185.0,8553.0,,0,2018-10-17,
11591,2018-079DL,ATLAS 5 CENTAUR DEB,46855,US,843.49,9.77,35723.0,10664.0,MEDIUM,0,2018-10-17,
11592,2018-079DK,ATLAS 5 CENTAUR DEB,46854,US,844.92,8.8,36476.0,9978.0,,0,2018-10-17,
11593,2018-079DJ,ATLAS 5 CENTAUR DEB,46853,US,848.16,12.05,37653.0,8952.0,,0,2018-10-17,
11594,2018-079DH,ATLAS 5 CENTAUR DEB,46852,US,796.98,13.69,36621.0,7572.0,,0,2018-10-17,
11595,2018-079DG,ATLAS 5 CENTAUR DEB,46851,US,731.77,11.02,31018.0,10025.0,,0,2018-10-17,
11596,2018-079DF,ATLAS 5 CENTAUR DEB,46850,US,800.19,11.63,34597.0,9749.0,SMALL,0,2018-10-17,
11597,2018-079DE,ATLAS 5 CENTAUR DEB,46849,US,879.68,11.39,39673.0,8395.0,,0,2018-10-17,
11598,2018-079DD,ATLAS 5 CENTAUR DEB,46848,US,804.07,12.58,35181.0,9349.0,LARGE,0,2018-10-17,
11599,2018-079DC,ATLAS 5 CENTAUR DEB,46847,US,812.26,12.94,36098.0,8821.0,SMALL,0,2018-10-17,
11600,2018-079DB,ATLAS 5 CENTAUR DEB,46846,US,838.2,11.68,37221.0,8919.0,,0,2018-10-17,
11601,2018-079DA,ATLAS 5 CENTAUR DEB,46845,US,745.63,11.07,33519.0,8201.0,,0,2018-10-17,
11602,2018-079CZ,ATLAS 5 CENTAUR DEB,46844,US,708.79,11.96,32370.0,7541.0,,0,2018-10-17,
11603,2018-079CY,ATLAS 5 CENTAUR DEB,46843,US,766.88,12.24,34733.0,8017.0,,0,2018-10-17,
11604,2018-079CX,ATLAS 5 CENTAUR DEB,46842,US,822.93,12.07,36265.0,9157.0,,0,2018-10-17,
11605,2020-078A,NAVSTAR 80 (USA 309),46826,US,717.99,54.09,20329.0,20037.0,LARGE,0,2020-11-05,
11606,2020-077F,CE-SAT IIB,46818,JPN,93.08,97.27,431.0,420.0,MEDIUM,0,2020-10-28,
11607,2020-076D,TIANQI-6,46810,PRC,95.86,35.0,568.0,552.0,MEDIUM,0,2020-10-26,
11608,2020-076C,YAOGAN-30 W,46809,PRC,96.07,35.0,575.0,565.0,LARGE,0,2020-10-26,
11609,2020-076B,YAOGAN-30 V,46808,PRC,96.06,35.0,572.0,568.0,LARGE,0,2020-10-26,
11610,2020-076A,YAOGAN-30 U,46807,PRC,96.07,35.0,571.0,569.0,LARGE,0,2020-10-26,
11611,2020-075B,FREGAT R/B,46806,CIS,690.59,64.57,19655.0,19350.0,LARGE,0,2020-10-25,
11612,2020-075A,COSMOS 2547 (GLONASS),46805,CIS,675.73,64.6,19146.0,19113.0,LARGE,0,2020-10-25,
11613,1997-051ABS,IRIDIUM 33 DEB,46804,US,100.82,86.17,880.0,714.0,SMALL,0,1997-09-14,
11614,2020-074BK,STARLINK-1944,46796,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11615,2020-074BH,STARLINK-1942,46794,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11616,2020-074BG,STARLINK-1941,46793,US,90.31,53.04,297.0,283.0,LARGE,0,2020-10-24,
11617,2020-074BF,STARLINK-1934,46792,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11618,2020-074BD,STARLINK-1931,46790,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11619,2020-074AZ,STARLINK-1893,46786,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11620,2020-074AX,STARLINK-1882,46784,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11621,2020-074AV,STARLINK-1835,46782,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11622,2020-074AT,STARLINK-1832,46780,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11623,2020-074AS,STARLINK-1798,46779,US,88.36,53.03,197.0,190.0,LARGE,0,2020-10-24,
11624,2020-074AH,STARLINK-1932,46770,US,90.85,53.04,322.0,310.0,LARGE,0,2020-10-24,
11625,2020-074AD,STARLINK-1916,46766,US,91.75,53.05,364.0,356.0,LARGE,0,2020-10-24,
11626,2020-074AB,STARLINK-1903,46764,US,93.56,53.04,449.0,448.0,LARGE,0,2020-10-24,
11627,2020-074W,STARLINK-1833,46759,US,93.01,53.06,423.0,421.0,LARGE,0,2020-10-24,
11628,2020-074V,STARLINK-1928,46758,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11629,2020-074T,STARLINK-1925,46756,US,90.83,53.04,323.0,307.0,LARGE,0,2020-10-24,
11630,2020-074S,STARLINK-1924,46755,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11631,2020-074Q,STARLINK-1922,46753,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11632,2020-074N,STARLINK-1920,46751,US,92.16,53.04,385.0,376.0,LARGE,0,2020-10-24,
11633,2020-074L,STARLINK-1911,46749,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11634,2020-074H,STARLINK-1905,46746,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11635,2020-074F,STARLINK-1894,46744,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11636,2020-074E,STARLINK-1892,46743,US,95.59,53.06,548.0,546.0,LARGE,0,2020-10-24,
11637,2020-074B,STARLINK-1848,46740,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-24,
11638,1997-051ABR,IRIDIUM 33 DEB,46734,US,100.03,86.26,790.0,730.0,SMALL,0,1997-09-14,
11639,2020-073BK,STARLINK-1830,46727,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11640,2020-073BH,STARLINK-1828,46725,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11641,2020-073BF,STARLINK-1826,46723,US,95.59,53.06,548.0,546.0,LARGE,0,2020-10-18,
11642,2020-073BB,STARLINK-1822,46719,US,95.59,53.06,548.0,546.0,LARGE,0,2020-10-18,
11643,2020-073BA,STARLINK-1821,46718,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11644,2020-073AZ,STARLINK-1820,46717,US,95.24,53.05,532.0,529.0,LARGE,0,2020-10-18,
11645,2020-073AY,STARLINK-1818,46716,US,93.19,53.05,438.0,424.0,LARGE,0,2020-10-18,
11646,2020-073AX,STARLINK-1817,46715,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11647,2020-073AW,STARLINK-1816,46714,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11648,2020-073AV,STARLINK-1815,46713,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11649,2020-073AU,STARLINK-1814,46712,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11650,2020-073AR,STARLINK-1810,46709,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11651,2020-073AP,STARLINK-1808,46707,US,91.85,53.04,368.0,362.0,LARGE,0,2020-10-18,
11652,2020-073AN,STARLINK-1807,46706,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11653,2020-073AM,STARLINK-1805,46705,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11654,2020-073AK,STARLINK-1803,46703,US,92.1,53.04,383.0,372.0,LARGE,0,2020-10-18,
11655,2020-073AJ,STARLINK-1802,46702,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11656,2020-073AH,STARLINK-1801,46701,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11657,2020-073AG,STARLINK-1800,46700,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11658,2020-073AF,STARLINK-1799,46699,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11659,2020-073AE,STARLINK-1797,46698,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11660,2020-073AC,STARLINK-1795,46696,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11661,2020-073AA,STARLINK-1793,46694,US,92.01,53.05,376.0,370.0,LARGE,0,2020-10-18,
11662,2020-073Z,STARLINK-1792,46693,US,93.66,53.03,457.0,451.0,LARGE,0,2020-10-18,
11663,2020-073X,STARLINK-1790,46691,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11664,2020-073W,STARLINK-1789,46690,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11665,2020-073V,STARLINK-1788,46689,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11666,2020-073T,STARLINK-1784,46687,US,95.59,53.06,548.0,546.0,LARGE,0,2020-10-18,
11667,2020-073R,STARLINK-1781,46685,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11668,2020-073M,STARLINK-1775,46681,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11669,2020-073K,STARLINK-1773,46679,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11670,2020-073E,STARLINK-1718,46674,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11671,2020-073C,STARLINK-1716,46672,US,95.59,53.05,548.0,546.0,LARGE,0,2020-10-18,
11672,2020-073B,STARLINK-1715,46671,US,87.84,53.02,168.0,167.0,LARGE,0,2020-10-18,
11673,2018-079CW,ATLAS 5 CENTAUR DEB,46668,US,783.92,12.72,34959.0,8610.0,,0,2018-10-17,
11674,2018-079CV,ATLAS 5 CENTAUR DEB,46667,US,737.11,13.11,32903.0,8401.0,,0,2018-10-17,
11675,2018-079CU,ATLAS 5 CENTAUR DEB,46666,US,924.77,11.09,39896.0,10233.0,,0,2018-10-17,
11676,2018-079CT,ATLAS 5 CENTAUR DEB,46665,US,839.79,12.09,36922.0,9293.0,SMALL,0,2018-10-17,
11677,2018-079CS,ATLAS 5 CENTAUR DEB,46664,US,836.76,9.63,34944.0,11129.0,,0,2018-10-17,
11678,2018-079CR,ATLAS 5 CENTAUR DEB,46663,US,783.11,11.84,35158.0,8373.0,MEDIUM,0,2018-10-17,
11679,2018-079CQ,ATLAS 5 CENTAUR DEB,46662,US,741.35,10.4,33747.0,7764.0,,0,2018-10-17,
11680,2018-079CP,ATLAS 5 CENTAUR DEB,46661,US,787.12,12.95,34739.0,8984.0,,0,2018-10-17,
