International Designator,NORAD Catalog Number,Satellite Name,Source,Launch Date,Launch Site,Object Type,Last Data
1965-108BF,27791,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-10-08T00:56:13.922592
1979-104T,27795,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2023-09-06T14:25:16.080384
1981-053MR,27797,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-07-01T10:40:36.670368
1981-071M,27798,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2016-02-18T05:40:15.409344
1981-071N,27799,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2011-12-10T23:40:59.790432
1981-071R,27802,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2020-08-05T06:15:04.805856
1965-108BM,27866,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2015-04-05T01:14:25.770624
1977-047H,27885,COSMOS 917 DEB,CIS,1977-06-16,PLMSC,DEB,2014-03-09T23:00:03.936960
1977-047J,27886,COSMOS 917 DEB,CIS,1977-06-16,PLMSC,DEB,2018-07-19T05:12:41.962176
1978-066G,27890,COSMOS 1024 DEB,CIS,1978-06-28,PLMSC,DEB,2011-07-01T15:26:47.469408
1978-083K,27892,COSMOS 1030 DEB,CIS,1978-09-06,PLMSC,DEB,2024-11-03T10:42:02.291904
1979-058P,27894,COSMOS 1109 DEB,CIS,1979-06-27,PLMSC,DEB,2014-02-25T04:10:00.226272
1980-050J,27895,COSMOS 1188 DEB,CIS,1980-06-14,PLMSC,DEB,2011-06-28T23:27:03.624192
1982-064E,27903,COSMOS 1382 DEB,CIS,1982-06-25,PLMSC,DEB,2024-06-17T02:22:02.262720
1982-064F,27904,COSMOS 1382 DEB,CIS,1982-06-25,PLMSC,DEB,2012-04-10T09:30:53.392320
1983-070J,27907,COSMOS 1481 DEB,CIS,1983-07-08,PLMSC,DEB,2023-04-22T03:02:26.932704
1984-069AA,27908,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2022-10-22T20:39:19.111968
1984-069AB,27909,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2023-08-08T03:58:18.466464
1984-069AC,27910,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2020-07-10T06:24:56.043648
1984-069AD,27911,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2023-12-16T23:44:42.941760
1984-069AE,27912,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2007-03-22T01:56:27.110976
1984-069AF,27913,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2018-10-18T19:16:40.043136
1987-079AC,27919,SL-12 DEB,CIS,1987-09-16,TYMSC,DEB,2024-04-28T11:12:26.831808
1987-079AQ,27931,SL-12 DEB,CIS,1987-09-16,TYMSC,DEB,2011-01-08T04:54:29.435040
1987-079AY,27959,SL-12 DEB,CIS,1987-09-16,TYMSC,DEB,2003-12-26T05:35:14.717472
1987-079BC,27963,SL-12 DEB,CIS,1987-09-16,TYMSC,DEB,2004-12-21T22:07:16.095648
1988-085K,27965,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2007-02-18T05:55:13.717056
1988-085M,27967,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2004-11-22T13:45:09.518976
1988-085W,27976,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2016-08-28T01:19:16.761504
1988-085Y,27978,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2016-03-01T10:55:38.851392
1988-085AN,27992,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2006-05-08T10:11:01.464000
1988-085AU,27998,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2023-08-10T21:06:05.528160
1979-104U,28147,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2017-11-27T01:12:07.587648
1988-085CM,28152,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2007-05-18T07:31:50.194560
1988-085CN,28153,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2021-12-18T03:56:21.119712
2000-024E,28156,USA 149 DEB,US,2000-05-08,AFETR,DEB,2024-09-08T01:02:46.885344
1981-021U,28211,COSMOS 1249 COOLANT,CIS,1981-03-05,TYMSC,DEB,2022-09-04T13:54:18.509760
1989-001U,28260,SL-12 DEB,CIS,1989-01-10,TYMSC,DEB,2007-01-12T22:01:27.359328
2003-010D,28264,DELTA 2 DEB,US,2003-03-31,AFETR,DEB,2022-06-28T13:21:41.612832
1968-055L,28266,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2024-12-11T20:12:27.103104
1980-050L,28268,COSMOS 1188 DEB,CIS,1980-06-14,PLMSC,DEB,2008-08-10T14:59:59.335584
1981-016K,28269,COSMOS 1247 DEB,CIS,1981-02-19,PLMSC,DEB,2023-02-12T03:43:45.789312
1984-069AG,28271,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2022-01-14T18:02:59.336160
1984-069AH,28272,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2006-11-24T05:43:38.094240
1984-069AJ,28273,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2022-10-16T22:53:55.376160
1991-068AS,28277,SL-14 DEB,CIS,1991-09-28,PLMSC,DEB,2024-05-15T14:23:57.717312
1992-072N,28279,ARIANE 42P+ DEB,FR,1992-10-28,FRGUI,DEB,2023-12-03T20:46:53.889600
1992-072P,28280,ARIANE 42P+ DEB,FR,1992-10-28,FRGUI,DEB,2024-12-01T07:49:43.938336
1991-082AU,28331,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,DEB,2024-02-08T06:28:22.665792
1981-038F,28524,TITAN 34B DEB,US,1981-04-24,AFWTR,DEB,2020-08-02T03:36:21.208608
2000-017D,28548,DELTA 2 DEB,US,2000-03-25,AFWTR,DEB,2014-06-11T22:29:29.627808
2000-017E,28549,DELTA 2 DEB,US,2000-03-25,AFWTR,DEB,2012-04-30T00:15:19.068768
1965-108BR,28550,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2017-08-20T02:21:15.143616
1965-108BS,28551,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-05-30T02:05:38.071680
1965-108BT,28552,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2016-02-26T15:18:40.180320
1979-095C,28554,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2025-01-14T10:31:33.736224
1979-104W,28557,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2024-09-27T10:52:55.367904
1981-071S,28558,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2015-08-23T19:31:04.386144
1981-071T,28559,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2012-03-30T07:28:20.328960
1981-071U,28560,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2011-06-05T08:27:10.049760
1981-071V,28561,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2011-04-11T20:56:15.847296
1989-006AF,28564,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2024-03-27T07:25:28.596000
1989-006AK,28568,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2015-09-17T10:44:40.202592
1989-006AL,28569,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2023-10-14T08:20:00.113856
1992-047R,28582,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2019-02-01T06:06:59.338080
1992-047S,28583,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2021-02-03T09:23:29.609088
1992-047Y,28589,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2022-04-08T02:32:06.054432
1992-047Z,28590,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2013-07-27T23:43:21.716256
1981-043L,28602,METEOR 2-7 DEB,CIS,1981-05-14,PLMSC,DEB,2024-11-10T01:55:28.310592
1985-013C,28603,METEOR 2-12 DEB,CIS,1985-02-06,PLMSC,DEB,2024-09-12T16:28:30.166464
1966-040AA,28611,NIMBUS 2 DEB,US,1966-05-15,AFWTR,DEB,2022-08-18T08:26:31.974144
1966-040AD,28614,NIMBUS 2 DEB,US,1966-05-15,AFWTR,DEB,2014-01-25T12:13:32.105568
1966-040AF,28616,NIMBUS 2 DEB,US,1966-05-15,AFWTR,DEB,2008-12-20T22:15:38.190240
1988-077T,28657,TITAN 34D TRANSTAGE DEB,US,1988-09-02,AFETR,DEB,2019-06-28T06:55:01.158240
1965-089G,28662,DELTA 1 DEB,US,1965-11-06,AFETR,DEB,2023-11-16T23:42:03.743712
1965-108BV,28663,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2020-05-15T09:14:29.031936
1966-077AD,28664,OPS 0856 DEB,US,1966-08-19,AFWTR,DEB,2016-11-27T20:19:18.285024
1968-055N,28665,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2021-12-02T07:37:41.142720
1968-055P,28666,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2022-10-06T06:38:24.804672
1968-055Q,28667,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2022-03-22T01:42:35.117856
1968-055S,28668,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2017-08-17T07:30:15.866496
1968-055R,28669,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2017-04-18T02:15:32.477760
1968-055T,28670,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2021-11-01T06:57:26.791488
1968-055U,28671,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2022-11-06T09:08:31.490592
1988-074J,28673,SCOUT G-1 DEB,US,1988-08-25,AFWTR,DEB,2023-11-09T19:45:49.156704
1988-074K,28674,SCOUT G-1 DEB,US,1988-08-25,AFWTR,DEB,2014-12-31T17:34:38.254080
1992-047AC,28679,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2006-03-28T13:58:25.859136
1992-047AF,28682,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2005-11-02T15:24:33.360192
1965-063C,28793,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2025-01-30T05:27:44.662464
1965-063D,28794,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-07-01T05:28:17.599872
1965-063E,28795,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-05-24T21:18:19.158336
1965-063F,28796,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2023-11-16T21:24:02.548224
1965-063G,28797,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-08-02T02:46:20.082144
1965-063H,28798,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-09-10T22:02:56.230368
1965-063J,28799,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2021-06-26T16:29:13.200576
1965-063K,28800,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-06-20T11:17:56.079744
1965-063L,28801,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-07-08T03:05:12.081984
1965-063M,28802,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-08-03T06:21:46.933056
1965-063N,28803,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2021-11-02T14:28:19.232832
1965-108BW,28804,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2022-11-28T11:22:51.197088
1965-108BX,28805,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2019-12-29T09:07:14.303424
1965-108BY,28806,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-08-12T23:30:27.786528
1965-108BZ,28807,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2019-08-03T03:10:32.529216
1965-108CA,28808,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-10-17T01:15:45.954144
1965-108CB,28814,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2019-12-05T14:06:31.104864
1965-108CC,28815,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-02-02T13:22:56.330688
1965-108CD,28816,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2022-03-01T05:56:15.753120
1965-108CE,28817,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-05-05T19:57:49.189248
1965-108CF,28818,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2020-12-29T03:34:55.822080
1965-108CG,28819,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2010-10-16T18:04:17.972256
1965-108CH,28820,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-06-15T03:55:26.958144
1965-108CJ,28821,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2017-07-29T08:21:50.786208
1965-108CK,28833,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2017-10-14T22:45:52.384608
1965-108CL,28834,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-10-17T05:13:44.022432
1965-108CM,28835,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2022-07-24T10:11:44.321856
1965-108CN,28836,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-11-29T22:04:28.584192
1965-108CQ,28838,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-05-13T03:50:38.107392
1965-108CR,28839,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-04-01T09:45:30.986496
1965-108CS,28840,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2019-11-10T06:22:06.748032
2001-049PJ,28856,PSLV DEB,IND,2001-10-22,SRILR,DEB,2009-11-14T04:23:34.933344
1987-001C,28975,METEOR 2-15 DEB,CIS,1987-01-05,PLMSC,DEB,2024-08-21T04:53:51.660096
1990-011C,28984,CZ-3 DEB,PRC,1990-02-04,XICLF,DEB,2020-11-19T12:23:39.912288
1992-047AN,28985,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2017-07-23T18:33:09.070560
1980-073D,28987,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2024-09-12T13:26:34.742976
1988-005J,28994,METEOR 2-17 DEB,CIS,1988-01-30,PLMSC,DEB,2024-10-09T03:32:55.256928
1988-005K,28995,METEOR 2-17 DEB,CIS,1988-01-30,PLMSC,DEB,2023-12-06T13:16:48.866304
1979-101D,29001,SATCOM 3 DEB,US,1979-12-07,AFETR,DEB,2020-08-21T14:00:23.083200
1964-038G,29008,ELEKTRON 3 DEB,CIS,1964-07-10,TYMSC,DEB,2024-03-28T17:24:16.720128
1965-063P,29009,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-09-04T22:29:57.132384
1965-108CT,29011,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2025-01-09T04:09:17.460000
1965-108CU,29012,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-06-21T06:46:52.773600
1965-108CV,29013,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2016-05-24T04:17:17.139840
1979-104Z,29017,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2016-03-08T00:18:26.028000
1979-104AA,29018,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2018-08-28T15:12:18.576576
1980-034F,29019,COSMOS 1176 COOLANT,CIS,1980-04-29,TYMSC,DEB,2024-10-25T12:43:06.976704
1981-021V,29020,COSMOS 1249 COOLANT,CIS,1981-03-05,TYMSC,DEB,2015-04-03T17:58:41.153952
1984-069AL,29021,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2016-06-19T08:39:52.648992
1989-006AN,29022,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2014-04-24T06:16:24.024288
1991-003Q,29024,ARIANE 44L DEB,FR,1991-01-15,FRGUI,DEB,2024-03-29T11:08:38.573376
1992-047AP,29027,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2010-10-08T03:39:54.870624
1999-040G,29037,IUS DEB,US,1999-07-23,AFETR,DEB,2023-02-04T21:13:50.127744
2000-017F,29041,DELTA 2 DEB,US,2000-03-25,AFWTR,DEB,2008-05-20T03:57:14.210784
1968-055V,29062,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2023-08-19T15:27:03.335040
1991-082CE,29085,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,DEB,2006-05-05T00:11:18.508704
1992-093JQ,29094,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-10-20T08:35:17.315520
1985-100C,29136,METEOR 3-1 DEB,CIS,1985-10-24,PLMSC,DEB,2024-07-20T13:38:09.545856
1985-100D,29137,METEOR 3-1 DEB,CIS,1985-10-24,PLMSC,DEB,2021-08-05T04:42:21.055392
1988-074N,29140,SCOUT G-1 DEB,US,1988-08-25,AFWTR,DEB,2006-06-24T16:02:41.351424
1965-063Q,29166,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2016-01-17T18:41:37.231296
1965-063R,29167,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2021-08-20T01:42:31.462272
1965-063T,29169,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2014-05-07T20:50:55.106304
1965-063V,29171,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-11-12T04:50:00.392352
1965-063W,29172,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2025-01-12T08:57:19.157760
1965-063X,29173,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2014-04-08T00:09:50.232096
1965-063Y,29174,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-12-29T22:57:44.338752
1965-063Z,29175,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2013-12-14T05:59:08.205792
1965-063AA,29176,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2016-02-29T20:53:51.129888
1965-063AB,29177,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-12-11T00:30:06.162624
1965-063AC,29178,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-04-22T13:27:53.080992
1965-063AD,29179,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-12-31T17:56:17.424960
1968-002E,29181,DELTA 1 DEB,US,1968-01-11,AFWTR,DEB,2025-01-13T00:48:35.133408
1968-002F,29182,DELTA 1 DEB,US,1968-01-11,AFWTR,DEB,2024-01-22T06:26:57.574752
1968-002M,29188,DELTA 1 DEB,US,1968-01-11,AFWTR,DEB,2017-10-24T19:26:13.341696
1968-002P,29190,DELTA 1 DEB,US,1968-01-11,AFWTR,DEB,2023-11-12T03:00:34.040736
1980-073E,29199,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2022-10-21T02:22:35.572512
1980-073G,29201,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2023-12-04T19:04:57.103968
1981-031L,29202,COSMOS 1261 DEB,CIS,1981-03-31,PLMSC,DEB,2024-06-21T14:30:09.607104
1982-099F,29204,COSMOS 1412 COOLANT,CIS,1982-10-02,TYMSC,DEB,2023-12-08T01:29:27.793536
1987-080L,29208,SCOUT G-1 DEB,US,1987-09-16,AFWTR,DEB,2024-09-20T14:21:01.479456
1987-080N,29210,SCOUT G-1 DEB,US,1987-09-16,AFWTR,DEB,2006-06-10T08:21:16.398144
1988-033H,29212,SCOUT G-1 DEB,US,1988-04-26,AFWTR,DEB,2023-11-30T19:14:45.055104
1961-028J,29255,MIDAS 4 DEB,US,1961-10-21,AFWTR,DEB,2006-10-08T06:28:11.802720
1968-066M,29278,SCOUT B DEB,US,1968-08-08,AFWTR,DEB,2023-09-25T04:42:58.042368
1968-066N,29279,SCOUT B DEB,US,1968-08-08,AFWTR,DEB,2024-10-18T09:24:55.295424
1979-095Q,29291,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2023-02-02T04:29:30.349248
1981-071W,29296,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2012-04-25T07:26:27.485376
1989-039P,29308,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2025-01-03T04:39:31.234464
1989-039S,29311,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-02-05T21:32:35.746080
1989-039T,29312,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-07-28T06:05:43.116000
1989-039AC,29321,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2007-01-03T20:11:31.450272
1989-039AH,29326,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2007-01-16T19:12:08.381664
1989-039AN,29331,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-10-23T21:03:18.070272
1989-039AW,29339,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2011-02-11T01:31:43.046688
1989-039BB,29344,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-11-04T21:47:42.268704
1989-039BE,29347,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-02-27T15:12:11.965248
1987-020DZ,29358,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2024-10-10T09:17:37.278528
1987-020EC,29361,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2015-03-11T13:02:54.946464
1989-039BH,29405,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-09-28T23:20:22.534656
1989-039BJ,29406,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2009-10-08T04:02:08.534976
1989-039BK,29407,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2021-05-05T13:53:30.382368
1989-039BU,29416,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2019-03-25T10:17:48.343200
1989-039BV,29417,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-08-05T08:03:26.227008
1989-039BW,29418,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-07-23T10:48:23.316768
2003-037D,29419,COSMOS 2401 DEB,CIS,2003-08-19,PLMSC,DEB,2013-09-26T07:34:48.853344
2003-037E,29420,COSMOS 2400 DEB,CIS,2003-08-19,PLMSC,DEB,2013-08-18T11:17:36.893760
2003-037F,29421,COSMOS 2401 DEB,CIS,2003-08-19,PLMSC,DEB,2014-05-20T04:55:23.124864
2004-023D,29422,DELTA 2 DEB,US,2004-06-23,AFETR,DEB,2023-12-08T14:55:46.352064
1989-039CB,29428,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-12-16T17:11:14.315424
1989-039CC,29429,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2007-01-28T14:36:43.318080
1989-039CD,29430,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2012-05-04T14:05:22.537824
1989-039CF,29431,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-11-24T04:19:01.737408
1989-039CG,29432,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2007-05-07T03:02:29.893632
1989-039CN,29439,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-12-21T19:09:38.552832
1989-039CS,29443,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2019-04-02T17:20:36.462336
1984-035E,29446,CZ-3 DEB,PRC,1984-04-08,XICLF,DEB,2022-01-11T08:49:51.832992
1986-010F,29447,CZ-3 DEB,PRC,1986-02-01,XICLF,DEB,2022-12-02T00:53:58.641792
1986-010G,29448,CZ-3 DEB,PRC,1986-02-01,XICLF,DEB,2022-01-29T20:23:21.597792
1989-039CT,29449,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2022-05-17T18:35:12.818688
1989-039CU,29450,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2018-09-25T07:35:07.501920
1989-039CX,29453,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-12-03T23:54:24.751584
1989-039DC,29458,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2016-07-04T09:10:35.014080
1989-039DD,29459,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2022-02-21T05:57:51.871392
1989-039DH,29463,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-04-23T22:49:58.320480
1989-039DU,29474,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2010-11-12T05:06:30.990816
1989-039DZ,29489,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-05-02T13:19:37.457760
1990-065X,29530,CRRES DEB [CANISTER],US,1990-07-25,AFETR,DEB,2024-11-03T12:08:25.830528
1990-065Y,29531,CRRES DEB [CANISTER],US,1990-07-25,AFETR,DEB,2024-04-22T19:49:50.457216
1990-065AA,29533,CRRES DEB [CANISTER],US,1990-07-25,AFETR,DEB,2024-11-08T18:41:44.175264
1999-025BM,29771,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-06-17T05:45:59.640768
1999-025ADX,30408,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2012-02-29T18:42:18.478656
1999-025AGL,30473,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-02-03T07:11:26.189088
2007-003C,30479,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2007-03-10T19:41:30.379200
1999-025AKN,30548,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-11-03T04:19:07.178880
2007-004G,30799,DELTA 2 R/B(2),US,2007-02-17,AFETR,R/B,2024-03-12T12:52:30.065376
1999-025AVS,30832,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-08-30T19:06:57.379680
1999-025AWB,30841,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-05-06T21:30:43.548768
1999-025AYN,30900,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-06-24T00:30:41.508864
1999-025AYQ,30902,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-11-05T12:25:28.500672
1999-025AYS,30904,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2010-03-29T17:54:07.001568
1999-025AYU,30906,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-04T17:33:56.041632
1999-025AYV,30907,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-31T15:39:09.964224
1999-025BAS,30952,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2012-12-30T00:14:48.082272
1999-025BAV,30955,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-12T10:26:20.266656
1999-025BAY,30958,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-05-10T09:52:22.219392
1999-025BBB,30961,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-08T08:27:02.107872
1999-025BBP,30973,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-03-08T05:33:31.534272
1999-025BBR,30975,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-04-24T17:15:22.935744
1999-025BBT,30977,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-25T02:26:00.762144
1999-025BBU,30978,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2025-01-21T21:33:34.060032
1999-025BBX,30981,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-11T02:41:06.341280
